Parent - Child Weight Probability Score
G22 -| G2 -0.147467 0.993219 -0.248650
G25 -| G2 -0.071166 0.586237 -0.070826
G26 -| G2 -0.103720 0.937226 -0.165026
G27 -| G2 -0.108539 0.827032 -0.152390
G28 -| G2 -0.198913 0.998364 -0.337132
G32 -| G2 -0.145509 0.942040 -0.232705
G33 -> G2 0.117844 0.868350 0.173720
G35 -| G2 -0.240384 0.999993 -0.408084
G38 -> G2 0.163741 0.901511 0.250596
G42 -> G2 0.168467 0.966081 0.276297
G43 -> G2 0.259875 0.999704 0.441046
G44 -> G2 0.201870 0.999934 0.342680
G46 -| G2 -0.115685 0.972989 -0.191087
G47 -| G2 -0.144640 0.970443 -0.238289
G48 -| G2 -0.211854 0.999894 -0.359614
G52 -| G2 -0.105459 0.612218 -0.109606
G53 -> G2 0.146024 0.956573 0.237131
G55 -> G2 0.092154 0.533861 0.083520
G56 -| G2 -0.183692 0.998123 -0.311259
G60 -| G2 -0.164712 0.956763 -0.267533
G61 -> G2 0.104245 0.654650 0.115854
G62 -| G2 -0.176464 0.994570 -0.297947
G68 -> G2 0.362380 1.000000 0.615193
G69 -> G2 0.082009 0.500064 0.069620
G70 -> G2 0.234426 0.999927 0.397943
G72 -> G2 0.122686 0.796955 0.165988
G77 -> G2 0.095707 0.701508 0.113979
G78 -| G2 -0.166430 0.944959 -0.266987
G79 -| G2 -0.143635 0.876081 -0.213625
G83 -| G2 -0.107386 0.519868 -0.094774
G85 -> G2 0.179287 0.927155 0.282195
G86 -| G2 -0.108774 0.726404 -0.134138
G90 -> G2 0.125300 0.903174 0.192118
G98 -> G2 0.139330 0.962022 0.227550
G100 -| G2 -0.233958 0.999995 -0.397176
G5 -> G3 0.142626 0.691012 0.167313
G12 -> G3 0.259857 0.999942 0.441119
G14 -| G3 -0.119613 0.502818 -0.102102
G17 -| G3 -0.211359 0.965915 -0.346583
G18 -| G3 -0.151860 0.551187 -0.142098
G25 -> G3 0.107201 0.601047 0.109384
G27 -| G3 -0.234953 0.994885 -0.396826
G28 -> G3 0.236650 0.997484 0.400737
G30 -| G3 -0.129862 0.681364 -0.150213
G33 -| G3 -0.227249 0.997249 -0.384727
G34 -> G3 0.122433 0.574817 0.119475
G41 -> G3 0.275350 0.999992 0.467444
G44 -> G3 0.140303 0.720186 0.171537
G47 -| G3 -0.230252 0.993293 -0.388264
G53 -> G3 0.234395 0.998734 0.397416
G54 -| G3 -0.135164 0.569497 -0.130677
G55 -| G3 -0.139742 0.627366 -0.148831
G58 -| G3 -0.165894 0.806649 -0.227176
G67 -| G3 -0.218486 0.941688 -0.349282
G71 -| G3 -0.141505 0.735289 -0.176634
G73 -> G3 0.304969 0.999839 0.517647
G77 -> G3 0.092859 0.528312 0.083284
G82 -> G3 0.214738 0.956084 0.348539
G84 -> G3 0.199825 0.980545 0.332632
G87 -| G3 -0.267612 0.999376 -0.454026
G89 -| G3 -0.244172 0.995915 -0.412825
G90 -> G3 0.251165 0.999749 0.426283
G4 -> G4 0.237181 0.989526 0.398432
G5 -| G4 -0.372416 0.999999 -0.632230
G8 -| G4 -0.181042 0.882205 -0.271142
G9 -| G4 -0.271847 0.993766 -0.458623
G12 -> G4 0.187557 0.871843 0.277599
G19 -| G4 -0.421643 0.999996 -0.715797
G22 -> G4 0.430956 1.000000 0.731610
G25 -> G4 0.303979 0.999854 0.515973
G26 -| G4 -0.243804 0.996909 -0.412614
G32 -> G4 0.202709 0.927154 0.319060
G33 -> G4 0.399697 0.999997 0.678542
G34 -> G4 0.144334 0.612323 0.150037
G35 -> G4 0.267791 0.994586 0.452152
G40 -> G4 0.290096 0.997412 0.491206
G41 -> G4 0.383581 1.000000 0.651185
G42 -| G4 -0.162915 0.670724 -0.185503
G43 -| G4 -0.300032 0.986086 -0.502260
G44 -| G4 -0.178650 0.815792 -0.247417
G45 -> G4 0.152339 0.650009 0.168104
G46 -> G4 0.142457 0.854808 0.206728
G48 -> G4 0.244586 0.980238 0.407016
G53 -| G4 -0.338831 0.999994 -0.575211
G56 -| G4 -0.266599 0.993276 -0.449548
G57 -> G4 0.255520 0.923442 0.400573
G63 -| G4 -0.269053 0.939795 -0.429257
G76 -| G4 -0.260648 0.996439 -0.440911
G78 -| G4 -0.218412 0.867308 -0.321586
G86 -> G4 0.235999 0.992299 0.397557
G87 -| G4 -0.208258 0.917988 -0.324552
G88 -| G4 -0.353495 0.999673 -0.599913
G89 -| G4 -0.155808 0.538467 -0.142428
G90 -| G4 -0.168317 0.787994 -0.225163
G97 -| G4 -0.148652 0.502253 -0.126747
G2 -| G5 -0.112975 0.755137 -0.144829
G3 -> G5 0.157299 0.929570 0.248230
G5 -> G5 0.487544 1.000000 0.827677
G6 -| G5 -0.165765 0.830173 -0.233619
G9 -> G5 0.124415 0.693450 0.146465
G11 -> G5 0.111233 0.573718 0.108338
G15 -| G5 -0.170627 0.940582 -0.272452
G18 -| G5 -0.124623 0.515937 -0.109155
G24 -> G5 0.181088 0.860479 0.264531
G26 -> G5 0.194685 0.998864 0.330131
G27 -| G5 -0.161042 0.947303 -0.258986
G29 -> G5 0.149325 0.739495 0.187462
G32 -| G5 -0.117829 0.682161 -0.136454
G34 -| G5 -0.099099 0.506871 -0.085274
G46 -> G5 0.076403 0.588582 0.076342
G47 -| G5 -0.148551 0.929230 -0.234339
G48 -> G5 0.249622 0.999992 0.423767
G50 -> G5 0.169114 0.985823 0.283026
G51 -| G5 -0.176920 0.940966 -0.282616
G53 -> G5 0.098814 0.593010 0.099478
G59 -| G5 -0.123020 0.693594 -0.144853
G65 -> G5 0.175976 0.877777 0.262231
G68 -> G5 0.190497 0.969378 0.313493
G70 -> G5 0.203903 0.995563 0.344619
G73 -> G5 0.248200 0.999741 0.421247
G77 -| G5 -0.323696 1.000000 -0.549522
G78 -| G5 -0.272935 0.999948 -0.463323
G80 -> G5 0.135466 0.785855 0.180726
G92 -> G5 0.285428 0.999909 0.484511
G95 -| G5 -0.108202 0.584290 -0.107328
G99 -| G5 -0.234285 0.999937 -0.397708
G6 -> G6 0.112184 0.568759 0.108319
G11 -> G6 0.130421 0.883350 0.195582
G23 -> G6 0.091730 0.540897 0.084231
G28 -> G6 0.102834 0.691284 0.120682
G30 -| G6 -0.088694 0.540165 -0.081333
G35 -| G6 -0.125689 0.823556 -0.175726
G37 -> G6 0.237797 0.999870 0.403643
G46 -| G6 -0.358640 1.000000 -0.608844
G51 -> G6 0.166262 0.967922 0.273200
G56 -> G6 0.244384 0.999997 0.414875
G58 -> G6 0.118205 0.682438 0.136945
G59 -> G6 0.102564 0.620934 0.108115
G65 -| G6 -0.186419 0.959400 -0.303625
G69 -| G6 -0.104662 0.657358 -0.116799
G71 -> G6 0.294546 1.000000 0.500035
G73 -| G6 -0.088133 0.541619 -0.081037
G75 -| G6 -0.216323 0.996496 -0.365952
G76 -> G6 0.142474 0.955816 0.231183
G77 -| G6 -0.092710 0.744140 -0.117119
G79 -> G6 0.129835 0.793512 0.174900
G82 -| G6 -0.112270 0.631662 -0.120392
G84 -> G6 0.097866 0.690316 0.114691
G87 -| G6 -0.117356 0.809315 -0.161239
G89 -> G6 0.109495 0.613578 0.114054
G90 -| G6 -0.092513 0.571403 -0.089741
G95 -| G6 -0.091104 0.545506 -0.084369
G97 -> G6 0.255773 0.999997 0.434210
G1 -> G7 0.125118 0.694256 0.147465
G2 -> G7 0.166141 0.974359 0.274817
G3 -| G7 -0.117205 0.612966 -0.121964
G5 -| G7 -0.148859 0.872767 -0.220557
G8 -| G7 -0.277745 0.999999 -0.471512
G10 -| G7 -0.180276 0.971742 -0.297396
G13 -| G7 -0.284794 1.000000 -0.483479
G26 -> G7 0.243687 0.999991 0.413690
G27 -> G7 0.159692 0.951894 0.258058
G28 -> G7 0.226844 0.999390 0.384865
G33 -> G7 0.167387 0.988218 0.280816
G35 -> G7 0.179545 0.967467 0.294888
G40 -> G7 0.151633 0.879902 0.226504
G41 -> G7 0.120392 0.869371 0.177685
G43 -| G7 -0.222419 0.976600 -0.368754
G51 -| G7 -0.157995 0.864372 -0.231842
G53 -| G7 -0.099768 0.554745 -0.093957
G56 -> G7 0.174422 0.975448 0.288837
G58 -> G7 0.182327 0.949237 0.293814
G60 -> G7 0.176869 0.937589 0.281521
G63 -> G7 0.143062 0.617934 0.150077
G65 -| G7 -0.228197 0.973901 -0.377287
G68 -| G7 -0.256142 0.998794 -0.434313
G71 -| G7 -0.166383 0.937142 -0.264705
G72 -| G7 -0.191286 0.977304 -0.317365
G73 -> G7 0.131389 0.797292 0.177837
G75 -> G7 0.173580 0.826496 0.243550
G77 -> G7 0.194520 0.999354 0.330013
G80 -> G7 0.139048 0.822241 0.194093
G84 -| G7 -0.193107 0.972301 -0.318747
G87 -| G7 -0.153608 0.872552 -0.227537
G88 -| G7 -0.144717 0.752433 -0.184856
G90 -| G7 -0.100169 0.526023 -0.089451
G93 -> G7 0.121393 0.566136 0.116671
G98 -| G7 -0.189720 0.994371 -0.320264
G100 -> G7 0.202283 0.998141 0.342766
G1 -| G8 -0.160693 0.950910 -0.259407
G2 -| G8 -0.125112 0.866876 -0.184120
G3 -> G8 0.229459 0.999961 0.389525
G5 -> G8 0.219234 0.998923 0.371780
G6 -| G8 -0.122374 0.546368 -0.113507
G10 -> G8 0.236593 0.999829 0.401582
G12 -| G8 -0.208725 0.999556 -0.354183
G13 -> G8 0.197792 0.995081 0.334129
G14 -> G8 0.234204 0.999723 0.397485
G15 -| G8 -0.103329 0.532856 -0.093471
G23 -| G8 -0.116854 0.651543 -0.129250
G25 -> G8 0.403166 1.000000 0.684433
G26 -| G8 -0.057304 0.572862 -0.055730
G27 -| G8 -0.191788 0.993734 -0.323549
G32 -| G8 -0.143776 0.869203 -0.212155
G33 -| G8 -0.299824 0.999999 -0.508994
G35 -| G8 -0.240362 0.999838 -0.407983
G36 -> G8 0.227966 0.998728 0.386514
G40 -| G8 -0.237232 0.999500 -0.402533
G43 -> G8 0.140968 0.731464 0.175049
G46 -> G8 0.252821 0.999971 0.429188
G47 -| G8 -0.243137 0.999826 -0.412688
G51 -| G8 -0.205099 0.988264 -0.344099
G52 -| G8 -0.143553 0.876787 -0.213675
G53 -> G8 0.147704 0.927032 0.232453
G55 -| G8 -0.118358 0.613995 -0.123370
G56 -| G8 -0.227960 0.999464 -0.386788
G58 -| G8 -0.132144 0.683858 -0.153413
G61 -> G8 0.125207 0.756256 0.160748
G68 -> G8 0.242139 0.998062 0.410270
G73 -| G8 -0.163090 0.965907 -0.267430
G76 -| G8 -0.091759 0.543578 -0.084676
G77 -> G8 0.100615 0.669763 0.114401
G78 -| G8 -0.188448 0.959191 -0.306863
G83 -| G8 -0.174856 0.878574 -0.260799
G84 -> G8 0.138119 0.878135 0.205903
G91 -> G8 0.116043 0.552938 0.108929
G95 -| G8 -0.118497 0.671316 -0.135046
G96 -| G8 -0.298565 1.000000 -0.506857
G97 -> G8 0.144948 0.747642 0.183972
G100 -| G8 -0.300642 1.000000 -0.510383
G1 -> G9 0.107236 0.585378 0.106567
G2 -> G9 0.201954 0.996435 0.341624
G5 -| G9 -0.204950 0.995680 -0.346430
G9 -| G9 -0.127518 0.682143 -0.147671
G10 -> G9 0.180020 0.980888 0.299769
G11 -| G9 -0.145663 0.851787 -0.210633
G12 -> G9 0.117177 0.652024 0.129704
G16 -| G9 -0.096035 0.568336 -0.092658
G21 -> G9 0.278991 0.999865 0.473564
G22 -| G9 -0.182974 0.998448 -0.310143
G24 -> G9 0.176231 0.842988 0.252204
G26 -| G9 -0.454400 1.000000 -0.771410
G27 -| G9 -0.109641 0.687040 -0.127880
G29 -> G9 0.205672 0.965983 0.337282
G38 -> G9 0.157650 0.768345 0.205635
G40 -> G9 0.115934 0.614946 0.121030
G43 -> G9 0.285363 0.999572 0.484237
G46 -| G9 -0.280125 0.999998 -0.475552
G47 -> G9 0.171368 0.965178 0.280791
G50 -> G9 0.130364 0.762591 0.168771
G53 -| G9 -0.254620 0.999968 -0.432241
G54 -| G9 -0.140227 0.757411 -0.180306
G56 -| G9 -0.097107 0.570206 -0.094001
G60 -| G9 -0.138531 0.750482 -0.176496
G61 -| G9 -0.111683 0.552287 -0.104712
G63 -> G9 0.171802 0.801039 0.233630
G66 -> G9 0.117940 0.530190 0.106155
G68 -| G9 -0.220888 0.993178 -0.372432
G73 -> G9 0.103451 0.571341 0.100340
G75 -> G9 0.132139 0.580653 0.130255
G76 -| G9 -0.140094 0.840825 -0.199973
G77 -> G9 0.181708 0.996834 0.307499
G80 -> G9 0.118120 0.660601 0.132467
G84 -| G9 -0.183953 0.981479 -0.306503
G98 -| G9 -0.105446 0.610236 -0.109238
G99 -| G9 -0.151917 0.925638 -0.238723
G2 -| G10 -0.189140 0.982878 -0.315596
G3 -> G10 0.264368 0.999967 0.448788
G5 -> G10 0.339435 1.000000 0.576239
G10 -> G10 0.376677 1.000000 0.639464
G11 -> G10 0.172029 0.896642 0.261860
G12 -| G10 -0.236438 0.999533 -0.401200
G13 -> G10 0.276789 0.999960 0.469871
G14 -> G10 0.197790 0.963694 0.323586
G15 -| G10 -0.128810 0.658373 -0.143969
G16 -| G10 -0.196792 0.974265 -0.325485
G20 -> G10 0.107656 0.531195 0.097082
G21 -> G10 0.216334 0.979557 0.359751
G24 -> G10 0.256788 0.983478 0.428733
G25 -| G10 -0.234754 0.999698 -0.398408
G26 -| G10 -0.204454 0.998876 -0.346700
G27 -| G10 -0.196405 0.983172 -0.327816
G28 -| G10 -0.117496 0.542565 -0.108224
G31 -> G10 0.144744 0.620412 0.152450
G33 -| G10 -0.319493 0.999998 -0.542385
G34 -| G10 -0.201901 0.987269 -0.338393
G35 -| G10 -0.203184 0.967959 -0.333882
G38 -> G10 0.210304 0.917192 0.327457
G41 -> G10 0.153054 0.935535 0.243081
G42 -> G10 0.243254 0.994115 0.410528
G43 -> G10 0.181246 0.828144 0.254813
G46 -| G10 -0.077850 0.636825 -0.084164
G47 -| G10 -0.414663 1.000000 -0.703951
G53 -> G10 0.253378 0.999691 0.430012
G56 -| G10 -0.156187 0.896614 -0.237738
G57 -| G10 -0.169112 0.719698 -0.206620
G58 -| G10 -0.164357 0.793089 -0.221288
G62 -| G10 -0.218533 0.995366 -0.369272
G63 -| G10 -0.255434 0.983467 -0.426468
G65 -> G10 0.183864 0.831947 0.259681
G66 -| G10 -0.138151 0.577458 -0.135432
G67 -| G10 -0.125044 0.520585 -0.110510
G68 -> G10 0.355632 0.999994 0.603733
G70 -> G10 0.281365 0.999774 0.477549
G77 -> G10 0.204243 0.998935 0.346362
G78 -| G10 -0.283289 0.999632 -0.480748
G79 -| G10 -0.224094 0.982591 -0.373810
G81 -| G10 -0.182528 0.737961 -0.228670
G82 -> G10 0.227687 0.971274 0.375428
G90 -> G10 0.271407 0.999994 0.460749
G100 -| G10 -0.302897 0.999996 -0.514210
G2 -> G11 0.186482 0.960666 0.304128
G5 -| G11 -0.203008 0.992073 -0.341903
G8 -| G11 -0.182176 0.978876 -0.302737
G12 -> G11 0.130807 0.659360 0.146420
G15 -> G11 0.201825 0.972970 0.333366
G21 -| G11 -0.145863 0.749587 -0.185616
G25 -| G11 -0.104276 0.631803 -0.111844
G26 -> G11 0.109054 0.753758 0.139547
G27 -> G11 0.149454 0.827701 0.210005
G31 -> G11 0.216117 0.963805 0.353610
G33 -| G11 -0.242080 0.999136 -0.410611
G36 -| G11 -0.360586 1.000000 -0.612146
G38 -| G11 -0.189501 0.822848 -0.264715
G41 -> G11 0.278765 0.999999 0.473244
G44 -> G11 0.123843 0.585766 0.123153
G46 -| G11 -0.418777 1.000000 -0.710935
G55 -| G11 -0.181903 0.894647 -0.276273
G56 -> G11 0.159927 0.873542 0.237166
G58 -> G11 0.138619 0.612883 0.144228
G62 -| G11 -0.140596 0.727220 -0.173574
G63 -| G11 -0.188837 0.781534 -0.250543
G64 -| G11 -0.141788 0.670834 -0.161473
G65 -| G11 -0.258783 0.979074 -0.430129
G66 -> G11 0.201364 0.920675 0.314728
G68 -| G11 -0.111448 0.509095 -0.096321
G71 -| G11 -0.237971 0.995643 -0.402230
G73 -| G11 -0.205585 0.977428 -0.341132
G75 -> G11 0.227188 0.955636 0.368575
G77 -> G11 0.237398 0.999842 0.402955
G80 -| G11 -0.155208 0.806758 -0.212571
G85 -> G11 0.315313 0.999396 0.534967
G87 -> G11 0.193874 0.953317 0.313764
G93 -| G11 -0.152860 0.723173 -0.187665
G9 -> G12 0.176900 0.590565 0.177355
G13 -> G12 0.212416 0.808922 0.291703
G14 -> G12 0.246280 0.918747 0.384125
G15 -> G12 0.187905 0.733338 0.233932
G19 -> G12 0.218992 0.796975 0.296292
G20 -> G12 0.172329 0.639347 0.187043
G22 -| G12 -0.238356 0.985670 -0.398845
G25 -| G12 -0.376805 0.999982 -0.639670
G26 -> G12 0.129778 0.656555 0.144651
G28 -> G12 0.322986 0.999022 0.547779
G30 -| G12 -0.162653 0.591456 -0.163317
G33 -| G12 -0.112224 0.530273 -0.101026
G35 -| G12 -0.339615 0.999745 -0.576398
G44 -| G12 -0.185881 0.742464 -0.234292
G45 -> G12 0.181455 0.700470 0.215777
G46 -| G12 -0.155153 0.820706 -0.216170
G50 -| G12 -0.422296 1.000000 -0.716909
G51 -| G12 -0.430909 0.999960 -0.731502
G53 -> G12 0.178604 0.749408 0.227226
G62 -| G12 -0.204343 0.806237 -0.279685
G70 -| G12 -0.336375 0.998050 -0.569932
G71 -> G12 0.309946 0.992006 0.521972
G73 -> G12 0.195068 0.762659 0.252560
G74 -> G12 0.259387 0.798135 0.351456
G77 -| G12 -0.164683 0.749328 -0.209493
G79 -| G12 -0.194941 0.675823 -0.223657
G83 -> G12 0.190884 0.575974 0.186646
G84 -> G12 0.306157 0.994833 0.517060
G88 -> G12 0.187741 0.598373 0.190711
G89 -> G12 0.282603 0.980092 0.470209
G94 -| G12 -0.228713 0.947336 -0.367826
G99 -> G12 0.269968 0.990243 0.453838
G100 -| G12 -0.200227 0.807424 -0.274455
G1 -> G13 0.241256 0.999450 0.409342
G8 -> G13 0.203737 0.994565 0.343994
G13 -> G13 0.130671 0.572192 0.126931
G15 -> G13 0.177544 0.952106 0.286972
G16 -| G13 -0.130755 0.745148 -0.165405
G22 -> G13 0.195006 0.995711 0.329631
G25 -| G13 -0.589051 1.000000 -1.000000
G26 -| G13 -0.180092 0.990521 -0.302834
G28 -| G13 -0.136817 0.716422 -0.166401
G29 -| G13 -0.153301 0.651619 -0.169584
G33 -| G13 -0.253140 0.999622 -0.429579
G35 -| G13 -0.352110 1.000000 -0.597758
G37 -| G13 -0.208487 0.918400 -0.325056
G38 -> G13 0.185808 0.819780 0.258588
G40 -> G13 0.281617 0.999934 0.478054
G42 -> G13 0.262436 0.997879 0.444578
G43 -> G13 0.166581 0.758539 0.214512
G48 -| G13 -0.387577 1.000000 -0.657969
G50 -| G13 -0.260940 0.999988 -0.442979
G53 -| G13 -0.098853 0.512487 -0.086004
G56 -> G13 0.181596 0.944416 0.291150
G57 -| G13 -0.183355 0.789003 -0.245594
G61 -> G13 0.141908 0.697834 0.168115
G62 -| G13 -0.139815 0.732789 -0.173932
G65 -| G13 -0.183893 0.835853 -0.260941
G69 -| G13 -0.228640 0.995434 -0.386378
G70 -| G13 -0.338696 0.999999 -0.574986
G71 -> G13 0.234029 0.993052 0.394537
G80 -| G13 -0.108355 0.527616 -0.097054
G84 -> G13 0.103375 0.574871 0.100887
G85 -> G13 0.171347 0.721682 0.209928
G88 -> G13 0.156772 0.719901 0.191597
G91 -| G13 -0.199481 0.934068 -0.316321
G93 -| G13 -0.150433 0.705685 -0.180219
G94 -| G13 -0.265748 0.999951 -0.451124
G96 -> G13 0.172615 0.963491 0.282341
G97 -| G13 -0.308431 0.999868 -0.523537
G98 -| G13 -0.151192 0.868289 -0.222864
G99 -> G13 0.138249 0.745283 0.174917
G1 -| G14 -0.163561 0.891009 -0.247405
G3 -> G14 0.164097 0.896999 0.249884
G9 -> G14 0.259125 0.999902 0.439860
G10 -> G14 0.226347 0.997106 0.383145
G13 -> G14 0.193445 0.982125 0.322530
G15 -| G14 -0.123263 0.509295 -0.106573
G17 -> G14 0.154332 0.727353 0.190567
G19 -> G14 0.124237 0.524380 0.110597
G20 -> G14 0.114016 0.678632 0.131355
G21 -> G14 0.154384 0.759393 0.199028
G22 -| G14 -0.103965 0.751040 -0.132555
G27 -> G14 0.194616 0.943650 0.311772
G30 -| G14 -0.183644 0.969623 -0.302292
G33 -| G14 -0.223264 0.999597 -0.378871
G35 -| G14 -0.319105 1.000000 -0.541726
G40 -| G14 -0.112898 0.595987 -0.114228
G41 -| G14 -0.353890 1.000000 -0.600779
G44 -| G14 -0.166176 0.861959 -0.243166
G46 -| G14 -0.339032 1.000000 -0.575557
G50 -| G14 -0.354226 1.000000 -0.601350
G51 -> G14 0.131586 0.578191 0.129160
G52 -| G14 -0.193807 0.976412 -0.321254
G53 -> G14 0.134969 0.672160 0.154012
G57 -| G14 -0.189952 0.838987 -0.270549
G59 -> G14 0.113349 0.628233 0.120888
G60 -| G14 -0.170727 0.817155 -0.236839
G62 -| G14 -0.232715 0.997312 -0.394006
G63 -| G14 -0.187383 0.833257 -0.265068
G64 -> G14 0.221209 0.963476 0.361818
G68 -> G14 0.125092 0.554072 0.117664
G71 -> G14 0.144288 0.711110 0.174186
G72 -> G14 0.138346 0.679009 0.159474
G76 -> G14 0.159402 0.821307 0.222253
G78 -> G14 0.122303 0.541520 0.112434
G87 -| G14 -0.115846 0.690490 -0.135795
G88 -> G14 0.154657 0.776570 0.203890
G89 -> G14 0.173228 0.900191 0.264727
G90 -> G14 0.191675 0.997832 0.324690
G95 -| G14 -0.296777 0.999999 -0.503821
G97 -> G14 0.158216 0.725121 0.194764
G98 -> G14 0.124600 0.802855 0.169825
G99 -| G14 -0.126250 0.515204 -0.110423
G2 -> G15 0.143985 0.902390 0.220576
G7 -> G15 0.221107 0.976984 0.366721
G10 -| G15 -0.139135 0.762203 -0.180034
G13 -> G15 0.244061 0.999628 0.414174
G16 -| G15 -0.132185 0.767652 -0.172264
G19 -| G15 -0.215863 0.987527 -0.361887
G21 -> G15 0.189953 0.963236 0.310618
G22 -| G15 -0.186620 0.995881 -0.315509
G24 -| G15 -0.219220 0.957757 -0.356436
G25 -> G15 0.385667 1.000000 0.654725
G26 -| G15 -0.085247 0.582303 -0.084270
G29 -| G15 -0.144237 0.674311 -0.165114
G35 -| G15 -0.152810 0.839766 -0.217850
G36 -| G15 -0.274674 0.999974 -0.466288
G38 -| G15 -0.138116 0.609339 -0.142873
G39 -| G15 -0.138490 0.653366 -0.153611
G41 -| G15 -0.153764 0.971020 -0.253472
G42 -| G15 -0.219653 0.991890 -0.369870
G43 -> G15 0.163383 0.809279 0.224466
G44 -| G15 -0.112739 0.647690 -0.123962
G45 -> G15 0.114999 0.571527 0.111578
G46 -| G15 -0.275851 0.999981 -0.468288
G47 -> G15 0.258989 0.999667 0.439526
G50 -> G15 0.125695 0.672145 0.143426
G51 -> G15 0.163783 0.887340 0.246721
G52 -| G15 -0.102165 0.517167 -0.089697
G62 -| G15 -0.115372 0.643795 -0.126095
G64 -| G15 -0.143488 0.734271 -0.178863
G70 -| G15 -0.152220 0.818973 -0.211635
G71 -| G15 -0.111616 0.618632 -0.117221
G73 -| G15 -0.210872 0.990743 -0.354673
G76 -| G15 -0.128349 0.718348 -0.156521
G78 -> G15 0.193651 0.953299 0.313398
G82 -| G15 -0.282557 0.999825 -0.479597
G87 -> G15 0.241210 0.997384 0.408417
G88 -> G15 0.133157 0.623514 0.140947
G89 -> G15 0.147903 0.762414 0.191432
G93 -| G15 -0.138515 0.710506 -0.167075
G95 -> G15 0.183841 0.990640 0.309176
G96 -> G15 0.181217 0.990183 0.304622
G97 -> G15 0.158873 0.796106 0.214717
G98 -> G15 0.142211 0.837773 0.202259
G99 -| G15 -0.162781 0.952249 -0.263150
G100 -> G15 0.125072 0.668756 0.141995
G2 -| G16 -0.135031 0.997595 -0.228684
G4 -| G16 -0.106244 0.946403 -0.170698
G5 -> G16 0.110031 0.938254 0.175261
G8 -> G16 0.127184 0.992112 0.214210
G13 -> G16 0.089245 0.710483 0.107643
G15 -| G16 -0.103666 0.867631 -0.152692
G16 -> G16 0.067187 0.541997 0.061820
G19 -| G16 -0.107153 0.871317 -0.158499
G21 -> G16 0.096834 0.782465 0.128629
G22 -| G16 -0.148093 0.999977 -0.251404
G23 -| G16 -0.157960 0.999602 -0.268054
G24 -| G16 -0.158636 0.985951 -0.265524
G25 -> G16 0.166754 0.999928 0.283069
G26 -> G16 0.169382 0.999951 0.287536
G27 -> G16 0.189598 0.999914 0.321842
G33 -| G16 -0.084435 0.916279 -0.131339
G35 -| G16 -0.101329 0.799271 -0.137492
G36 -| G16 -0.084501 0.628620 -0.090177
G41 -| G16 -0.227925 1.000000 -0.386935
G43 -> G16 0.179625 0.996978 0.304019
