Parent - Child Weight Probability Score
G65 -| G4 -0.038269 0.591639 -0.066948
G68 -> G4 0.123481 0.998575 0.364593
G69 -| G4 -0.040052 0.629744 -0.074578
G72 -| G4 -0.048331 0.602728 -0.086134
G73 -> G4 0.132798 0.987291 0.387674
G74 -> G4 0.064282 0.809720 0.153904
G75 -| G4 -0.034049 0.547897 -0.055160
G76 -| G4 -0.063251 0.835489 -0.156256
G77 -> G4 0.053357 0.660501 0.104207
G78 -> G4 0.048684 0.608716 0.087625
G79 -> G4 0.117814 0.984898 0.343097
G81 -> G4 0.058852 0.810821 0.141096
G83 -> G4 0.088090 0.989195 0.257653
G85 -> G4 0.033743 0.613473 0.061208
G87 -> G4 0.040601 0.576007 0.069151
G91 -> G4 0.099537 0.995961 0.293127
G92 -> G4 0.140313 0.999442 0.414652
G94 -| G4 -0.062349 0.830313 -0.153072
G96 -> G4 0.071125 0.956762 0.201214
G97 -| G4 -0.044548 0.653788 -0.086119
G100 -| G4 -0.110669 0.998503 -0.326740
G3 -> G5 0.043563 0.738050 0.095068
G6 -| G5 -0.013619 0.500626 -0.020160
G7 -> G5 0.045632 0.761073 0.102689
G9 -> G5 0.052098 0.611402 0.094184
G12 -> G5 0.074696 0.908423 0.200637
G17 -> G5 0.030667 0.528522 0.047925
G22 -> G5 0.026679 0.509180 0.040167
G26 -> G5 0.089563 0.992612 0.262866
G27 -> G5 0.068168 0.906180 0.182651
G28 -> G5 0.071186 0.874418 0.184052
G29 -> G5 0.054074 0.748613 0.119693
G30 -> G5 0.063919 0.876954 0.165743
G31 -> G5 0.038489 0.545590 0.062092
G32 -| G5 -0.015485 0.506054 -0.023171
G34 -| G5 -0.046587 0.587343 -0.080907
G35 -> G5 0.073745 0.968294 0.211140
G36 -| G5 -0.036506 0.514975 -0.055587
G40 -> G5 0.091101 0.994252 0.267824
G41 -> G5 0.045863 0.584025 0.079199
G43 -> G5 0.096664 0.996190 0.284732
G45 -> G5 0.126241 0.999827 0.373210
G47 -| G5 -0.037330 0.626277 -0.069128
G51 -> G5 0.063510 0.896643 0.168379
G52 -> G5 0.025208 0.504465 0.037601
G53 -> G5 0.057317 0.786983 0.133376
G56 -| G5 -0.104105 0.990535 -0.304909
G57 -> G5 0.057663 0.778268 0.132695
G61 -| G5 -0.073493 0.735195 -0.159764
G62 -> G5 0.067567 0.846271 0.169071
G63 -> G5 0.056658 0.863821 0.144714
G68 -> G5 0.035317 0.610630 0.063766
G72 -| G5 -0.044353 0.574230 -0.075306
G75 -> G5 0.056880 0.800057 0.134557
G76 -| G5 -0.088227 0.986483 -0.257349
G79 -> G5 0.041190 0.567554 0.069123
G81 -> G5 0.108646 0.993025 0.319008
G82 -> G5 0.040630 0.578410 0.069488
G84 -> G5 0.046114 0.627907 0.085616
G89 -| G5 -0.057235 0.704192 -0.119174
G91 -> G5 0.160840 1.000000 0.475578
G92 -> G5 0.079465 0.947224 0.222566
G93 -| G5 -0.041605 0.704173 -0.086627
G95 -> G5 0.030863 0.557014 0.050832
G98 -> G5 0.041862 0.701988 0.086891
G99 -> G5 0.101066 0.995743 0.297564
G26 -> G6 0.019061 0.542120 0.030554
G48 -> G6 0.019274 0.550485 0.031372
G60 -> G6 0.020461 0.533032 0.032248
G2 -> G7 0.038291 0.593398 0.067184
G3 -> G7 0.056392 0.848106 0.141416
G5 -> G7 0.104843 0.998549 0.309555
G6 -> G7 0.022734 0.515547 0.034655
G7 -> G7 0.062522 0.906294 0.167543
G8 -> G7 0.032454 0.574223 0.055104
G17 -> G7 0.095804 0.974396 0.276024
G19 -> G7 0.068349 0.700286 0.141527
G20 -> G7 0.059034 0.628247 0.109662
G22 -> G7 0.035191 0.554341 0.057682
G26 -> G7 0.051410 0.797717 0.121262
G27 -| G7 -0.041450 0.638499 -0.078255
G30 -> G7 0.043250 0.656226 0.083920
G33 -> G7 0.055865 0.694038 0.114644
G34 -> G7 0.055279 0.633846 0.103603
G38 -> G7 0.046657 0.599034 0.082641
G40 -> G7 0.037453 0.677576 0.075036
G45 -> G7 0.042148 0.713266 0.088891
G47 -> G7 0.046629 0.742053 0.102311
G50 -> G7 0.046374 0.619273 0.084915
G52 -> G7 0.037867 0.645164 0.072236
G55 -> G7 0.077624 0.957210 0.219701
G56 -> G7 0.062273 0.792131 0.145857
G58 -> G7 0.041492 0.611587 0.075033
G68 -> G7 0.044738 0.696569 0.092144
G76 -> G7 0.065104 0.880732 0.169544
G79 -> G7 0.045884 0.593816 0.080565
G80 -> G7 0.107230 0.873570 0.276977
G83 -> G7 0.104674 0.998523 0.309048
G84 -> G7 0.028079 0.501614 0.041647
G85 -> G7 0.055206 0.836381 0.136527
G87 -> G7 0.059456 0.693829 0.121976
G90 -> G7 0.032832 0.546232 0.053028
G91 -> G7 0.029296 0.522213 0.045237
G93 -> G7 0.136669 0.999974 0.404098
G94 -> G7 0.133013 0.999352 0.393044
G96 -> G7 0.040058 0.703343 0.083307
G98 -> G7 0.028775 0.518975 0.044156
G100 -> G7 0.057121 0.870681 0.147056
G1 -| G8 -0.038043 0.550085 -0.061877
G2 -| G8 -0.070099 0.846463 -0.175447
G3 -> G8 0.077206 0.972436 0.221995
G4 -| G8 -0.028370 0.519025 -0.043538
G8 -| G8 -0.023312 0.504721 -0.034790
G9 -> G8 0.093096 0.848077 0.233451
G11 -> G8 0.015332 0.505999 0.022940
G12 -> G8 0.115214 0.995529 0.339147
G13 -> G8 0.010595 0.500553 0.015681
G14 -> G8 0.026717 0.517270 0.040863
G17 -> G8 0.064958 0.879722 0.168968
G19 -> G8 0.110558 0.917410 0.299903
G20 -> G8 0.049009 0.606069 0.087827
G21 -> G8 0.066340 0.762445 0.149560
G22 -> G8 0.061956 0.783649 0.143559
G23 -> G8 0.031525 0.540528 0.050386
G24 -> G8 0.042029 0.617413 0.076728
G27 -> G8 0.042085 0.695872 0.086593
G28 -> G8 0.121034 0.998300 0.357270
G29 -> G8 0.065620 0.871801 0.169154
G30 -> G8 0.063027 0.891147 0.166074
G31 -> G8 0.108796 0.976106 0.314007
G33 -> G8 0.039855 0.614022 0.072360
G35 -> G8 0.043373 0.771266 0.098912
G38 -> G8 0.033940 0.558747 0.056072
G40 -> G8 0.047711 0.834714 0.117755
G42 -> G8 0.051295 0.832844 0.126317
G43 -> G8 0.069760 0.958842 0.197779
G45 -> G8 0.105967 0.999076 0.313038
G46 -> G8 0.032333 0.531565 0.050820
G47 -| G8 -0.061481 0.899996 -0.163609
G48 -| G8 -0.026316 0.520083 -0.040470
G51 -> G8 0.037763 0.633477 0.070734
G55 -| G8 -0.033481 0.629845 -0.062353
G56 -| G8 -0.064938 0.856046 -0.164370
G57 -> G8 0.079881 0.949424 0.224249
G60 -| G8 -0.034334 0.569935 -0.057861
G61 -| G8 -0.041373 0.561506 -0.068692
G64 -> G8 0.026620 0.505296 0.039773
G65 -> G8 0.031153 0.536210 0.049393
G67 -> G8 0.027416 0.539948 0.043770
G70 -> G8 0.069090 0.700519 0.143108
G71 -> G8 0.056166 0.740527 0.122982
G73 -> G8 0.058005 0.694326 0.119084
G74 -> G8 0.060061 0.817565 0.145192
G75 -> G8 0.041968 0.666184 0.082669
G80 -> G8 0.075509 0.752764 0.168069
G82 -> G8 0.028385 0.528247 0.044336
G83 -> G8 0.031340 0.575921 0.053369
G84 -> G8 0.056953 0.723998 0.121923
G87 -> G8 0.042233 0.605296 0.075587
G90 -| G8 -0.050842 0.804979 -0.121014
G91 -> G8 0.148403 0.999999 0.438802
G92 -> G8 0.097458 0.988822 0.284947
G94 -| G8 -0.026117 0.509345 -0.039333
G99 -| G8 -0.062043 0.899383 -0.164993
G100 -| G8 -0.033797 0.637866 -0.063744
G1 -> G9 0.102958 0.995755 0.303137
G2 -> G9 0.035874 0.654892 0.069467
G3 -| G9 -0.020474 0.537087 -0.032514
G4 -| G9 -0.027802 0.569673 -0.046831
G5 -> G9 0.033512 0.725706 0.071909
G7 -| G9 -0.023650 0.548628 -0.038365
G8 -> G9 0.027415 0.604598 0.049009
G11 -| G9 -0.015869 0.512678 -0.024056
G13 -| G9 -0.013522 0.509266 -0.020362
G15 -| G9 -0.021388 0.518112 -0.032766
G16 -> G9 0.068270 0.892509 0.180164
G17 -| G9 -0.069265 0.957915 -0.196188
G24 -| G9 -0.037158 0.644273 -0.070787
G25 -> G9 0.030596 0.555950 0.050296
G27 -| G9 -0.021867 0.513634 -0.033210
G28 -| G9 -0.111662 0.999748 -0.330084
G29 -> G9 0.041422 0.726608 0.088994
G37 -| G9 -0.026610 0.511101 -0.040214
G39 -> G9 0.125698 0.999382 0.371439
G41 -> G9 0.075971 0.916277 0.205828
G42 -| G9 -0.035930 0.731115 -0.077673
G45 -> G9 0.019851 0.520946 0.030577
G46 -| G9 -0.063277 0.973270 -0.182099
G49 -> G9 0.051643 0.846921 0.129325
G50 -> G9 0.051247 0.778073 0.117901
G51 -> G9 0.052434 0.903544 0.140084
G52 -| G9 -0.022388 0.532435 -0.035246
G55 -> G9 0.073653 0.987794 0.215123
G56 -> G9 0.054211 0.876009 0.140419
G62 -> G9 0.058343 0.878506 0.151553
G64 -| G9 -0.078539 0.986457 -0.229082
G66 -> G9 0.065788 0.926678 0.180261
G70 -| G9 -0.032546 0.530200 -0.051022
G73 -| G9 -0.033442 0.549921 -0.054378
G75 -> G9 0.024840 0.524004 0.038487
G76 -| G9 -0.029360 0.529358 -0.045955
G77 -| G9 -0.038412 0.620116 -0.070432
G83 -| G9 -0.075594 0.995850 -0.222592
G84 -> G9 0.065194 0.857344 0.165269
G85 -| G9 -0.033250 0.707996 -0.069606
G86 -| G9 -0.047086 0.692185 -0.096371
G88 -> G9 0.036466 0.589842 0.063600
G94 -> G9 0.030015 0.609066 0.054055
G95 -> G9 0.063219 0.950762 0.177724
G96 -| G9 -0.031878 0.716296 -0.067516
G97 -> G9 0.031818 0.625194 0.058819
G99 -> G9 0.054687 0.928368 0.150117
G100 -> G9 0.024788 0.586529 0.042989
G1 -| G10 -0.084569 0.875453 -0.218913
G2 -| G10 -0.055405 0.716522 -0.117384
G3 -> G10 0.050849 0.792097 0.119093
G4 -| G10 -0.034917 0.558251 -0.057637
G5 -| G10 -0.055649 0.845345 -0.139098
G6 -> G10 0.014926 0.502089 0.022159
G7 -> G10 0.114779 0.999042 0.339059
G10 -> G10 0.067109 0.844875 0.167649
G11 -> G10 0.026548 0.525221 0.041230
G13 -> G10 0.017842 0.509712 0.026891
G15 -> G10 0.056712 0.615257 0.103172
G16 -| G10 -0.197785 0.999998 -0.584819
G17 -> G10 0.043347 0.642166 0.082306
G24 -| G10 -0.054606 0.700235 -0.113060
G26 -> G10 0.109560 0.998535 0.323477
G28 -> G10 0.075751 0.878376 0.196741
G30 -> G10 0.048452 0.714311 0.102336
G31 -> G10 0.042336 0.559369 0.070022
G34 -| G10 -0.033875 0.502490 -0.050331
G35 -> G10 0.073394 0.957307 0.207749
G36 -> G10 0.039763 0.561959 0.066071
G37 -> G10 0.048838 0.700108 0.101100
G38 -> G10 0.021558 0.503890 0.032119
G39 -| G10 -0.039975 0.520741 -0.061551
G42 -| G10 -0.052934 0.799453 -0.125128
G43 -> G10 0.042216 0.655156 0.081781
G44 -> G10 0.043075 0.659003 0.083936
G46 -> G10 0.208092 1.000000 0.615297
G48 -> G10 0.049521 0.754166 0.110429
G49 -> G10 0.055935 0.755871 0.125014
G50 -> G10 0.048715 0.642143 0.092496
G51 -| G10 -0.063703 0.866820 -0.163274
G52 -> G10 0.112906 0.998433 0.333323
G53 -> G10 0.094353 0.961700 0.268302
G54 -> G10 0.051099 0.666086 0.100640
G55 -| G10 -0.090995 0.977697 -0.263056
G56 -> G10 0.047701 0.628835 0.088693
G57 -| G10 -0.081082 0.908417 -0.217791
G62 -| G10 -0.051502 0.674187 -0.102667
G64 -> G10 0.164192 0.999983 0.485482
G65 -| G10 -0.076536 0.918858 -0.207941
G66 -| G10 -0.141072 0.998480 -0.416492
G67 -| G10 -0.052069 0.728572 -0.112171
G68 -> G10 0.069921 0.905298 0.187166
G70 -> G10 0.062917 0.634337 0.118010
G71 -| G10 -0.149428 0.999652 -0.441682
G72 -> G10 0.048244 0.597533 0.085238
G73 -> G10 0.133342 0.984379 0.388112
G75 -| G10 -0.135042 0.998850 -0.398840
G77 -> G10 0.085843 0.905310 0.229791
G78 -> G10 0.032970 0.520542 0.050746
G79 -> G10 0.033498 0.503002 0.049822
G81 -> G10 0.055237 0.766533 0.125196
G84 -| G10 -0.048021 0.625416 -0.088803
G88 -> G10 0.055324 0.644765 0.105473
G91 -> G10 0.057824 0.858123 0.146718
G92 -> G10 0.059127 0.820617 0.143467
G96 -> G10 0.045401 0.758209 0.101785
G99 -> G10 0.027920 0.503211 0.041542
G34 -> G11 0.029712 0.565833 0.049711
G45 -| G11 -0.016385 0.537855 -0.026058
G56 -> G11 0.037266 0.789330 0.086976
G61 -> G11 0.026589 0.536462 0.042176
G1 -> G12 0.071603 0.861900 0.182481
G3 -> G12 0.061380 0.923501 0.167608
G8 -> G12 0.042480 0.729733 0.091658
G9 -| G12 -0.052372 0.634242 -0.098216
G12 -| G12 -0.042457 0.679207 -0.085268
G14 -| G12 -0.027814 0.522046 -0.042933
G16 -| G12 -0.061069 0.742483 -0.134072
G17 -| G12 -0.027260 0.514113 -0.041440
G18 -> G12 0.107253 0.998462 0.316643
G21 -| G12 -0.055943 0.675368 -0.111716
G25 -> G12 0.040874 0.588533 0.071129
G26 -> G12 0.083003 0.992133 0.243497
G27 -| G12 -0.047647 0.758404 -0.106847
G28 -| G12 -0.074656 0.914192 -0.201804
G29 -> G12 0.043715 0.686101 0.088683
G31 -| G12 -0.032895 0.517095 -0.050296
G32 -> G12 0.011833 0.502245 0.017573
G35 -> G12 0.026508 0.565398 0.044316
G37 -| G12 -0.030586 0.507066 -0.045858
G38 -> G12 0.026329 0.528198 0.041121
G39 -> G12 0.067489 0.784849 0.156620
G41 -> G12 0.035436 0.528348 0.055359
G44 -| G12 -0.034663 0.598306 -0.061322
G46 -> G12 0.084249 0.992526 0.247248
G47 -> G12 0.050431 0.832373 0.124121
G48 -> G12 0.030777 0.597698 0.054393
G49 -> G12 0.034837 0.584562 0.060214
G50 -> G12 0.037204 0.584926 0.064346
G51 -| G12 -0.047232 0.766903 -0.107104
G52 -> G12 0.053496 0.879473 0.139116
G53 -> G12 0.107070 0.996005 0.315326
G55 -> G12 0.029837 0.606507 0.053508
G56 -> G12 0.155778 1.000000 0.460612
G57 -| G12 -0.058492 0.817582 -0.141402
G58 -> G12 0.035619 0.595733 0.062742
G60 -> G12 0.056005 0.770105 0.127529
G61 -> G12 0.065604 0.720316 0.139727
G64 -> G12 0.051789 0.793766 0.121550
G65 -> G12 0.060804 0.876393 0.157565
G67 -| G12 -0.040135 0.663532 -0.078743
G69 -> G12 0.025160 0.514160 0.038250
G71 -| G12 -0.040790 0.582021 -0.070197
G72 -> G12 0.036177 0.534558 0.057182
G84 -> G12 0.049216 0.673943 0.098075
G86 -| G12 -0.036970 0.567552 -0.062042
G88 -> G12 0.058805 0.719754 0.125148
G91 -> G12 0.035142 0.645039 0.067025
G93 -> G12 0.068126 0.968883 0.195169
G94 -> G12 0.055297 0.830548 0.135798
G95 -> G12 0.044324 0.741462 0.097176
G97 -> G12 0.054046 0.760478 0.121528
G98 -> G12 0.039387 0.711106 0.082816
G99 -> G12 0.040029 0.696455 0.082433
G7 -> G13 0.013818 0.531961 0.021735
G1 -> G14 0.036798 0.643120 0.069976
G4 -| G14 -0.028444 0.606828 -0.051036
G10 -| G14 -0.042867 0.795374 -0.100815
G14 -> G14 0.018239 0.507499 0.027369
G22 -> G14 0.046012 0.782963 0.106523
G28 -| G14 -0.031807 0.615775 -0.057913
G29 -> G14 0.021205 0.506982 0.031788
G41 -> G14 0.038255 0.635164 0.071846
G42 -> G14 0.021784 0.533488 0.034364
G43 -| G14 -0.049039 0.933798 -0.135401
G46 -| G14 -0.088166 0.999990 -0.260690
G56 -> G14 0.037244 0.696243 0.076673
G57 -> G14 0.061168 0.958338 0.173328
G58 -> G14 0.023184 0.541554 0.037125
G64 -| G14 -0.045393 0.847736 -0.113784
G65 -> G14 0.037172 0.747396 0.082149
G66 -> G14 0.047875 0.826344 0.116975
G71 -> G14 0.027061 0.519420 0.041562
G75 -> G14 0.024835 0.546220 0.040110
G76 -> G14 0.028936 0.563974 0.048253
G77 -| G14 -0.036258 0.643808 -0.069021
G84 -> G14 0.034810 0.635511 0.065411
G93 -> G14 0.022682 0.562158 0.037702
G95 -> G14 0.032551 0.697968 0.067178
G97 -> G14 0.021308 0.548064 0.034531
G3 -> G15 0.017928 0.524826 0.027821
G12 -| G15 -0.037090 0.740044 -0.081159
G18 -> G15 0.026513 0.615831 0.048279
G31 -| G15 -0.031448 0.581709 -0.054091
G32 -> G15 0.008477 0.500743 0.012551
G43 -| G15 -0.038213 0.814718 -0.092055
G44 -| G15 -0.031500 0.679952 -0.063331
G45 -| G15 -0.068286 0.996766 -0.201259
G51 -| G15 -0.032580 0.704971 -0.067914
G56 -> G15 0.080069 0.998450 0.236386
G61 -> G15 0.032933 0.574271 0.055922
G62 -| G15 -0.024999 0.537170 -0.039707
G63 -| G15 -0.038254 0.827723 -0.093624
G76 -> G15 0.033356 0.676201 0.066693
G83 -> G15 0.023153 0.557246 0.038149
G85 -> G15 0.024834 0.618529 0.045419
G91 -| G15 -0.033863 0.769499 -0.077048
G92 -| G15 -0.030639 0.684637 -0.062025
G93 -> G15 0.043299 0.898838 0.115077
G4 -| G16 -0.144329 0.999473 -0.426532
G5 -| G16 -0.026901 0.536027 -0.042637
G6 -| G16 -0.012939 0.500070 -0.019132
G7 -> G16 0.056645 0.869227 0.145588
G10 -| G16 -0.270794 1.000000 -0.800694
G12 -| G16 -0.053659 0.756476 -0.120024
G13 -| G16 -0.011814 0.501493 -0.017518
G14 -> G16 0.051154 0.610313 0.092312
G16 -| G16 -0.108464 0.964240 -0.309241
G17 -> G16 0.040491 0.629136 0.075324
G18 -| G16 -0.057355 0.818866 -0.138872
G22 -> G16 0.039276 0.596061 0.069222
G24 -| G16 -0.040995 0.584373 -0.070835
G25 -> G16 0.038393 0.554397 0.062936
G28 -| G16 -0.113994 0.989216 -0.333427
G29 -> G16 0.054099 0.744451 0.119084
G30 -| G16 -0.035847 0.590210 -0.062558
G31 -| G16 -0.054498 0.667413 -0.107548
G32 -> G16 0.023209 0.520684 0.035733
G33 -> G16 0.047180 0.648781 0.090508
G34 -> G16 0.081755 0.823863 0.199158
G36 -> G16 0.064733 0.886063 0.169598
G38 -> G16 0.023191 0.511838 0.035097
G39 -> G16 0.161867 0.999173 0.478221
G40 -> G16 0.045801 0.787529 0.106652
G41 -> G16 0.083130 0.846670 0.208114
G42 -> G16 0.073330 0.958271 0.207776
G43 -| G16 -0.094181 0.989568 -0.275573
G44 -| G16 -0.062522 0.854339 -0.157941
G45 -> G16 0.048220 0.796042 0.113498
G46 -| G16 -0.044736 0.676512 -0.089487
G47 -> G16 0.026385 0.508762 0.039692
G49 -| G16 -0.158148 0.999951 -0.467595
G50 -| G16 -0.050065 0.659360 -0.097608
G51 -> G16 0.036056 0.596911 0.063638
G53 -> G16 0.072721 0.879438 0.189102
G55 -| G16 -0.027635 0.555912 -0.045424
G56 -> G16 0.065494 0.835917 0.161881
G57 -> G16 0.062659 0.814907 0.150980
G58 -> G16 0.088229 0.938013 0.244707
G60 -| G16 -0.028366 0.518704 -0.043506
G66 -> G16 0.180595 0.999991 0.533987
G71 -> G16 0.082111 0.905539 0.219855
G72 -| G16 -0.067708 0.782551 -0.156669
G76 -> G16 0.074347 0.943490 0.207410
G78 -> G16 0.049976 0.615141 0.090900
G79 -> G16 0.054441 0.671042 0.108021
G81 -> G16 0.066176 0.866231 0.169498
