Parent - Child Weight Probability Score
G65 -> G3 0.124495 0.658889 0.265296
G66 -> G3 0.159597 0.934703 0.482465
G67 -| G3 -0.118370 0.671999 -0.257264
G70 -| G3 -0.100953 0.518543 -0.169306
G73 -> G3 0.120372 0.596581 0.232254
G77 -> G3 0.124002 0.638102 0.255910
G78 -> G3 0.137406 0.838295 0.372538
G79 -> G3 0.089483 0.500796 0.144933
G80 -> G3 0.100964 0.502355 0.164038
G82 -> G3 0.200811 0.983795 0.638939
G89 -| G3 -0.226464 0.998987 -0.731690
G90 -> G3 0.089757 0.506530 0.147041
G91 -| G3 -0.148874 0.898539 -0.432637
G93 -| G3 -0.094431 0.615998 -0.188132
G94 -| G3 -0.085906 0.576466 -0.160165
G95 -| G3 -0.081397 0.555054 -0.146120
G98 -> G3 0.175969 0.986301 0.561324
G1 -> G4 0.121089 0.830898 0.325401
G3 -> G4 0.116966 0.750801 0.284022
G4 -> G4 0.199722 0.996373 0.643602
G9 -| G4 -0.103058 0.712519 -0.237491
G12 -> G4 0.171852 0.982167 0.545892
G13 -| G4 -0.111585 0.728240 -0.262814
G18 -| G4 -0.172065 0.949847 -0.528583
G19 -| G4 -0.195045 0.960170 -0.605692
G22 -> G4 0.214922 0.996742 0.692839
G23 -> G4 0.162337 0.980155 0.514613
G29 -> G4 0.126159 0.825189 0.336696
G31 -| G4 -0.183239 0.982922 -0.582512
G33 -> G4 0.232647 0.986799 0.742496
G34 -> G4 0.166855 0.982107 0.529987
G35 -> G4 0.187289 0.988627 0.598844
G40 -> G4 0.218308 0.994283 0.702017
G41 -> G4 0.130216 0.686931 0.289299
G44 -| G4 -0.082368 0.533809 -0.142204
G45 -| G4 -0.139775 0.933104 -0.421821
G47 -> G4 0.114117 0.581932 0.214778
G49 -| G4 -0.107137 0.668872 -0.231765
G51 -> G4 0.141547 0.792160 0.362644
G52 -> G4 0.182856 0.994074 0.587889
G56 -| G4 -0.155607 0.857822 -0.431712
G60 -> G4 0.101867 0.692846 0.228264
G61 -> G4 0.157170 0.965729 0.490899
G63 -| G4 -0.144634 0.869630 -0.406791
G66 -> G4 0.109422 0.733136 0.259453
G71 -| G4 -0.101929 0.523476 -0.172569
G76 -| G4 -0.152258 0.843892 -0.415560
G78 -| G4 -0.089144 0.556429 -0.160424
G81 -> G4 0.120727 0.703629 0.274736
G84 -> G4 0.149242 0.796421 0.384417
G86 -> G4 0.166647 0.985743 0.531288
G90 -| G4 -0.168735 0.981387 -0.535568
G93 -| G4 -0.091313 0.581123 -0.171620
G94 -> G4 0.088032 0.575213 0.163770
G95 -> G4 0.121861 0.848719 0.334500
G1 -> G5 0.128839 0.918987 0.382935
G4 -| G5 -0.095169 0.607290 -0.186921
G5 -> G5 0.134600 0.823818 0.358629
G16 -> G5 0.111978 0.629419 0.227950
G21 -> G5 0.154225 0.911569 0.454686
G25 -| G5 -0.151698 0.855799 -0.419876
G33 -| G5 -0.140340 0.755960 -0.343121
G34 -> G5 0.080274 0.555382 0.144189
G36 -> G5 0.092017 0.554752 0.165096
G38 -| G5 -0.092638 0.638541 -0.191315
G45 -| G5 -0.139371 0.960555 -0.432974
G52 -> G5 0.196690 0.999355 0.635727
G55 -> G5 0.139098 0.938970 0.422416
G56 -| G5 -0.097052 0.546752 -0.171618
G58 -> G5 0.094338 0.632462 0.192970
G61 -| G5 -0.074279 0.530405 -0.127420
G62 -| G5 -0.091010 0.708596 -0.208571
G64 -> G5 0.113868 0.667270 0.245738
G75 -> G5 0.111490 0.731018 0.263592
G76 -| G5 -0.217858 0.998103 -0.703262
G77 -| G5 -0.131692 0.800211 -0.340825
G80 -> G5 0.149075 0.859515 0.414406
G81 -| G5 -0.095796 0.601235 -0.186277
G83 -> G5 0.105321 0.722733 0.246185
G89 -| G5 -0.226771 0.999802 -0.733279
G94 -> G5 0.151850 0.983021 0.482775
G96 -> G5 0.133028 0.932687 0.401279
G99 -| G5 -0.119382 0.895934 -0.345926
G1 -| G6 -0.088756 0.662671 -0.190224
G5 -| G6 -0.089850 0.545553 -0.158534
G7 -| G6 -0.110777 0.773573 -0.277152
G13 -> G6 0.084764 0.620723 0.170167
G16 -> G6 0.121785 0.745144 0.293496
G17 -> G6 0.116658 0.805028 0.303735
G18 -| G6 -0.159966 0.969625 -0.501648
G23 -> G6 0.089456 0.712095 0.206023
G28 -> G6 0.116887 0.910077 0.344042
G35 -> G6 0.080303 0.529550 0.137533
G36 -> G6 0.185565 0.993476 0.596239
G37 -> G6 0.160408 0.985349 0.511191
G38 -> G6 0.072780 0.507709 0.119508
G40 -| G6 -0.092363 0.577835 -0.172612
G43 -> G6 0.088714 0.569863 0.163505
G45 -> G6 0.139643 0.973171 0.439519
G48 -| G6 -0.118281 0.839999 -0.321338
G52 -| G6 -0.100916 0.781703 -0.255135
G57 -> G6 0.217418 0.999611 0.702902
G60 -> G6 0.183169 0.999060 0.591851
G63 -| G6 -0.194517 0.997567 -0.627579
G66 -> G6 0.084474 0.641942 0.175384
G71 -> G6 0.099030 0.585158 0.187416
G74 -> G6 0.082162 0.552554 0.146829
G79 -| G6 -0.118868 0.868424 -0.333861
G83 -> G6 0.214814 0.999733 0.694568
G86 -| G6 -0.120515 0.918214 -0.357893
G88 -> G6 0.070452 0.503669 0.114765
G92 -> G6 0.169422 0.987147 0.540903
G100 -> G6 0.084625 0.689699 0.188767
G3 -| G7 -0.131118 0.948563 -0.402252
G7 -| G7 -0.080168 0.560413 -0.145305
G11 -| G7 -0.073552 0.544761 -0.129589
G13 -| G7 -0.092326 0.697268 -0.208206
G15 -| G7 -0.083137 0.637876 -0.171513
G16 -> G7 0.133980 0.845867 0.366530
G17 -| G7 -0.099334 0.688061 -0.221051
G28 -> G7 0.157440 0.995240 0.506770
G29 -> G7 0.113601 0.860491 0.316152
G31 -| G7 -0.102328 0.761398 -0.251985
G35 -> G7 0.135858 0.952003 0.418304
G36 -> G7 0.090649 0.601476 0.176340
G38 -> G7 0.178093 0.996197 0.573798
G43 -| G7 -0.141847 0.894073 -0.410168
G45 -| G7 -0.077261 0.615212 -0.153729
G50 -> G7 0.199836 0.999942 0.646275
G52 -> G7 0.106394 0.852213 0.293247
G55 -> G7 0.109344 0.870171 0.307729
G60 -> G7 0.121961 0.931364 0.367373
G68 -| G7 -0.116345 0.733760 -0.276102
G80 -> G7 0.133466 0.843291 0.364013
G89 -> G7 0.097497 0.703881 0.221951
G93 -| G7 -0.076020 0.552812 -0.135917
G95 -> G7 0.141857 0.983898 0.451406
G97 -> G7 0.082890 0.538371 0.144328
G100 -> G7 0.121513 0.948030 0.372575
G3 -> G8 0.143058 0.930472 0.430511
G6 -> G8 0.085005 0.530079 0.145731
G7 -> G8 0.090910 0.566203 0.166476
G9 -> G8 0.202493 0.998258 0.653764
G18 -| G8 -0.133202 0.838037 -0.361029
G23 -| G8 -0.130257 0.915447 -0.385658
G28 -| G8 -0.180052 0.994855 -0.579330
G29 -> G8 0.112690 0.756012 0.275538
G30 -> G8 0.102697 0.733640 0.243674
G31 -> G8 0.204871 0.997034 0.660629
G33 -| G8 -0.170489 0.873941 -0.481888
G34 -> G8 0.096396 0.679460 0.211832
G36 -> G8 0.162242 0.936233 0.491265
G37 -> G8 0.109834 0.724163 0.257242
G40 -| G8 -0.103452 0.597938 -0.200060
G45 -> G8 0.147403 0.959722 0.457532
G49 -> G8 0.128238 0.838855 0.347913
G53 -> G8 0.121652 0.661340 0.260202
G54 -| G8 -0.195583 0.996825 -0.630548
G55 -| G8 -0.257626 0.999992 -0.833209
G56 -> G8 0.128526 0.729836 0.303377
G60 -> G8 0.109436 0.773570 0.273797
G64 -| G8 -0.099823 0.557275 -0.179915
G69 -> G8 0.188559 0.997069 0.608052
G71 -> G8 0.148599 0.822330 0.395212
G76 -| G8 -0.121300 0.683282 -0.268059
G77 -> G8 0.140213 0.822609 0.373036
G79 -> G8 0.084928 0.538296 0.147856
G82 -> G8 0.095120 0.554732 0.170656
G83 -> G8 0.202348 0.996524 0.652159
G87 -> G8 0.160539 0.892008 0.463145
G89 -| G8 -0.173669 0.977435 -0.549008
G90 -| G8 -0.089877 0.598682 -0.174025
G95 -> G8 0.108683 0.773446 0.271869
G96 -| G8 -0.190187 0.998366 -0.614098
G97 -> G8 0.130142 0.782066 0.329178
G100 -| G8 -0.116140 0.865445 -0.325080
G5 -> G9 0.125983 0.846403 0.344872
G6 -> G9 0.092458 0.692436 0.207059
G7 -> G9 0.080716 0.576302 0.150445
G9 -| G9 -0.146002 0.980145 -0.462825
G11 -| G9 -0.077706 0.592266 -0.148847
G14 -> G9 0.176147 0.997456 0.568246
G15 -> G9 0.077506 0.597480 0.149771
G18 -> G9 0.087006 0.624943 0.175857
G29 -> G9 0.091789 0.706042 0.209598
G31 -| G9 -0.171614 0.993537 -0.551448
G34 -> G9 0.072720 0.569137 0.133855
G36 -> G9 0.211324 0.999429 0.683077
G37 -> G9 0.131246 0.932403 0.395785
G40 -> G9 0.095291 0.628601 0.193730
G41 -| G9 -0.141214 0.889785 -0.406378
G43 -> G9 0.118034 0.785383 0.299817
G45 -> G9 0.134437 0.972833 0.422986
G47 -> G9 0.136151 0.836658 0.368416
G55 -| G9 -0.075726 0.571162 -0.139886
G56 -> G9 0.150397 0.936556 0.455556
G57 -> G9 0.078031 0.544864 0.137507
G58 -| G9 -0.117097 0.866564 -0.328182
G60 -| G9 -0.109220 0.862122 -0.304536
G61 -> G9 0.070585 0.536340 0.122439
G62 -| G9 -0.097523 0.803811 -0.253529
G66 -> G9 0.156115 0.987043 0.498366
G71 -> G9 0.125283 0.784643 0.317931
G75 -> G9 0.137460 0.922738 0.410226
G80 -> G9 0.111759 0.705854 0.255133
G83 -> G9 0.200964 0.999344 0.649532
G90 -> G9 0.133959 0.970211 0.420345
G92 -> G9 0.077556 0.530653 0.133105
G96 -> G9 0.178621 0.999762 0.577560
G97 -| G9 -0.099514 0.665971 -0.214342
G100 -> G9 0.211928 0.999986 0.685410
G6 -| G10 -0.106605 0.743624 -0.256389
G8 -> G10 0.146473 0.909265 0.430740
G9 -| G10 -0.099649 0.748821 -0.241334
G10 -> G10 0.235133 0.999923 0.760412
G11 -> G10 0.108297 0.803763 0.281523
G13 -> G10 0.109436 0.799513 0.282980
G14 -> G10 0.095625 0.614034 0.189903
G17 -> G10 0.117804 0.779025 0.296810
G21 -> G10 0.185854 0.985022 0.592086
G25 -| G10 -0.162249 0.899648 -0.472087
G31 -> G10 0.083871 0.576772 0.156452
G32 -> G10 0.073254 0.545635 0.129272
G34 -> G10 0.086569 0.659751 0.184719
G38 -> G10 0.076605 0.517478 0.128208
G39 -| G10 -0.120666 0.834019 -0.325484
G40 -| G10 -0.141711 0.865534 -0.396693
G42 -> G10 0.105638 0.628454 0.214714
G43 -> G10 0.158725 0.922080 0.473350
G44 -> G10 0.108759 0.815446 0.286831
G53 -> G10 0.163100 0.932875 0.492092
G55 -| G10 -0.237971 0.999983 -0.769635
G56 -| G10 -0.139293 0.831982 -0.374809
G57 -> G10 0.117926 0.793707 0.302719
G61 -> G10 0.148365 0.971525 0.466179
G65 -| G10 -0.192252 0.978799 -0.608601
G68 -> G10 0.129531 0.773243 0.323935
G70 -> G10 0.216614 0.996665 0.698237
G71 -> G10 0.100365 0.566733 0.183962
G72 -> G10 0.144683 0.870495 0.407335
G74 -> G10 0.126255 0.851490 0.347692
G77 -> G10 0.191912 0.995108 0.617647
G79 -| G10 -0.083241 0.562434 -0.151418
G82 -> G10 0.083235 0.505329 0.136035
G88 -| G10 -0.136665 0.921202 -0.407174
G89 -| G10 -0.093381 0.612645 -0.185028
G92 -| G10 -0.080888 0.510527 -0.133558
G93 -> G10 0.127519 0.889636 0.366905
G94 -> G10 0.113654 0.859761 0.316032
G96 -> G10 0.110981 0.838800 0.301077
G98 -> G10 0.086015 0.624683 0.173781
G100 -| G10 -0.139462 0.963497 -0.434585
G1 -> G11 0.117656 0.879704 0.334749
G2 -> G11 0.099272 0.563730 0.180995
G3 -| G11 -0.108830 0.777951 -0.273823
G5 -| G11 -0.145269 0.889969 -0.418135
G6 -> G11 0.177304 0.993340 0.569620
G8 -| G11 -0.096494 0.564987 -0.176323
G9 -| G11 -0.090622 0.683777 -0.200409
G10 -> G11 0.103701 0.682472 0.228896
G11 -> G11 0.124231 0.903556 0.363039
G14 -> G11 0.130736 0.885183 0.374279
G19 -> G11 0.146992 0.879064 0.417908
G20 -| G11 -0.101846 0.798333 -0.262965
G21 -| G11 -0.130980 0.815901 -0.345628
G22 -> G11 0.129093 0.811852 0.338958
G23 -> G11 0.123077 0.920515 0.366418
G24 -> G11 0.111071 0.777697 0.279370
G29 -| G11 -0.200455 0.998374 -0.647258
G32 -| G11 -0.136592 0.959977 -0.424086
G34 -| G11 -0.172908 0.996417 -0.557218
G39 -> G11 0.147563 0.955867 0.456186
G43 -> G11 0.180314 0.972840 0.567335
G49 -> G11 0.135427 0.917090 0.401684
G50 -> G11 0.229502 0.999989 0.742248
G51 -| G11 -0.095409 0.568864 -0.175536
G54 -> G11 0.238172 0.999983 0.770284
G59 -> G11 0.073446 0.521660 0.123916
G60 -> G11 0.130341 0.935120 0.394198
G74 -> G11 0.208168 0.998911 0.672524
G77 -> G11 0.147482 0.914797 0.436348
G78 -| G11 -0.093830 0.668480 -0.202860
G79 -| G11 -0.195563 0.997722 -0.631052
G87 -> G11 0.100383 0.591064 0.191894
G89 -> G11 0.135307 0.914533 0.400211
G90 -> G11 0.082615 0.576948 0.154157
G94 -| G11 -0.131765 0.943577 -0.402109
G97 -> G11 0.153296 0.931526 0.461843
G100 -> G11 0.204594 0.999839 0.661594
G1 -| G12 -0.136895 0.890138 -0.394106
G9 -> G12 0.081191 0.519565 0.136432
G13 -> G12 0.150855 0.943417 0.460289
G20 -> G12 0.126945 0.868429 0.356549
G23 -> G12 0.185119 0.994538 0.595442
G24 -> G12 0.097234 0.580893 0.182677
G29 -| G12 -0.159029 0.942787 -0.484906
G32 -> G12 0.193275 0.996820 0.623104
G35 -| G12 -0.104384 0.616646 -0.208179
G36 -> G12 0.139278 0.807755 0.363857
G38 -> G12 0.113637 0.714520 0.262605
G40 -| G12 -0.136080 0.762127 -0.335420
G43 -> G12 0.093781 0.513182 0.155651
G44 -| G12 -0.085596 0.542079 -0.150066
G54 -> G12 0.118231 0.721345 0.275831
G57 -| G12 -0.134389 0.803061 -0.349043
G58 -> G12 0.199265 0.993885 0.640523
G60 -> G12 0.085574 0.539159 0.149219
G63 -| G12 -0.103656 0.592341 -0.198579
G64 -| G12 -0.174624 0.906724 -0.512091
G66 -| G12 -0.098807 0.635100 -0.202953
G67 -> G12 0.141676 0.792986 0.363355
G69 -> G12 0.089099 0.608325 0.175297
G71 -> G12 0.182717 0.918920 0.543030
G74 -> G12 0.214480 0.995387 0.690473
G82 -> G12 0.142293 0.831950 0.382869
G86 -| G12 -0.093323 0.592523 -0.178838
G87 -> G12 0.138942 0.749107 0.336625
G89 -> G12 0.159122 0.932658 0.479978
G90 -| G12 -0.090075 0.542786 -0.158126
G93 -| G12 -0.135439 0.866496 -0.379558
G94 -| G12 -0.098184 0.639053 -0.202930
G96 -| G12 -0.122018 0.823748 -0.325078
G99 -> G12 0.203752 0.998846 0.658217
G3 -| G13 -0.136732 0.862215 -0.381288
G6 -| G13 -0.121075 0.762815 -0.298705
G7 -| G13 -0.139979 0.834716 -0.377895
G9 -| G13 -0.110846 0.747461 -0.267964
G10 -> G13 0.230779 0.999157 0.745757
G13 -> G13 0.150505 0.945825 0.460394
G16 -| G13 -0.100904 0.500783 -0.163428
G17 -> G13 0.104858 0.600360 0.203602
G20 -> G13 0.120296 0.842202 0.327670
G21 -> G13 0.135214 0.751129 0.328476
G23 -> G13 0.088642 0.582316 0.166942
G24 -> G13 0.085034 0.505005 0.138885
G25 -| G13 -0.162553 0.833959 -0.438437
G34 -> G13 0.079158 0.510214 0.130621
G44 -> G13 0.087748 0.570388 0.161874
G45 -> G13 0.109778 0.767894 0.272638
G48 -| G13 -0.170737 0.962955 -0.531742
G54 -> G13 0.142237 0.875185 0.402606
G58 -| G13 -0.128951 0.818781 -0.341477
G59 -| G13 -0.113940 0.764213 -0.281617
G62 -> G13 0.147928 0.958316 0.458486
G65 -> G13 0.097589 0.524113 0.165422
G67 -> G13 0.104239 0.579324 0.195307
G71 -| G13 -0.115067 0.585973 -0.218070
G76 -> G13 0.163775 0.890550 0.471708
G78 -> G13 0.089018 0.548450 0.157900
G79 -| G13 -0.159906 0.950911 -0.491783
G81 -> G13 0.102904 0.583248 0.194112
G83 -> G13 0.190159 0.987404 0.607267
G87 -> G13 0.148113 0.804685 0.385467
G88 -> G13 0.144252 0.902076 0.420855
G89 -> G13 0.118018 0.719684 0.274700
G90 -> G13 0.099583 0.639013 0.205808
G93 -> G13 0.174064 0.980100 0.551757
G94 -> G13 0.109704 0.744064 0.263998
G96 -> G13 0.221219 0.999837 0.715351
G97 -| G13 -0.107591 0.601274 -0.209226
G2 -> G14 0.110982 0.593818 0.213145
G4 -| G14 -0.091783 0.549319 -0.163062
G6 -| G14 -0.147660 0.931036 -0.444629
G8 -> G14 0.162702 0.939365 0.494307
G9 -> G14 0.146872 0.953503 0.452928
G10 -> G14 0.147700 0.902152 0.430951
G11 -| G14 -0.125193 0.873574 -0.353709
G14 -> G14 0.116479 0.727839 0.274189
G15 -| G14 -0.098695 0.692684 -0.221105
G27 -> G14 0.098803 0.501198 0.160158
G31 -> G14 0.200796 0.996614 0.647216
G34 -> G14 0.081344 0.552706 0.145408
G35 -| G14 -0.182411 0.990440 -0.584315
G36 -> G14 0.185888 0.979029 0.588593
G42 -> G14 0.129655 0.748676 0.313943
G50 -| G14 -0.110774 0.755297 -0.270598
G52 -| G14 -0.101398 0.719778 -0.236045
G53 -> G14 0.198044 0.982365 0.629219
G55 -| G14 -0.122892 0.860387 -0.341968
G56 -> G14 0.129813 0.735337 0.308725
G63 -| G14 -0.177994 0.972984 -0.560118
G69 -> G14 0.227118 0.999855 0.734440
G70 -> G14 0.155635 0.871333 0.438590
G71 -> G14 0.176324 0.928990 0.529775
G76 -> G14 0.177232 0.954745 0.547264
G79 -| G14 -0.105374 0.713836 -0.243276
G83 -> G14 0.169100 0.974638 0.533035
G84 -| G14 -0.125751 0.684409 -0.278354
G86 -> G14 0.127947 0.896222 0.370864
G90 -> G14 0.181912 0.996407 0.586228
G92 -> G14 0.152011 0.917845 0.451244
G93 -| G14 -0.092758 0.612763 -0.183829
G95 -| G14 -0.098392 0.704664 -0.224238
G98 -> G14 0.179962 0.996898 0.580229
G13 -> G15 0.133740 0.887836 0.384028
G15 -| G15 -0.083671 0.529723 -0.143348
G16 -> G15 0.130347 0.699507 0.294891
G17 -> G15 0.123325 0.755981 0.301529
G19 -| G15 -0.120729 0.671794 -0.262310
G20 -| G15 -0.122909 0.858608 -0.341307
G23 -| G15 -0.106324 0.735683 -0.252982
G28 -> G15 0.116318 0.813988 0.306218
G34 -> G15 0.134267 0.906859 0.393800
G35 -> G15 0.197541 0.994758 0.635539
G37 -> G15 0.240078 0.999630 0.776175
G38 -| G15 -0.156143 0.930451 -0.469877
G39 -| G15 -0.113636 0.721067 -0.265008
G41 -> G15 0.121305 0.629787 0.247082
G43 -> G15 0.157910 0.874653 0.446697
G48 -| G15 -0.234745 0.999334 -0.758709
G52 -| G15 -0.082092 0.516984 -0.137261
G53 -> G15 0.115713 0.592422 0.221708
G55 -> G15 0.084860 0.551325 0.151313
G57 -> G15 0.220051 0.997131 0.709648
G58 -> G15 0.102680 0.662540 0.220022
G60 -> G15 0.139074 0.925551 0.416307
G61 -| G15 -0.178515 0.987139 -0.569928
G68 -> G15 0.099086 0.520415 0.166774
G74 -> G15 0.131492 0.814227 0.346268
G81 -| G15 -0.090373 0.513359 -0.150047
G82 -| G15 -0.160217 0.926080 -0.479873
G83 -> G15 0.129957 0.844790 0.355071
G85 -> G15 0.095150 0.550656 0.169456
G86 -> G15 0.112021 0.788253 0.285583
G88 -> G15 0.122271 0.812786 0.321415
G89 -> G15 0.159888 0.948242 0.490345
G92 -> G15 0.210610 0.995787 0.678285
G95 -> G15 0.078473 0.508497 0.129055
G96 -> G15 0.135721 0.925067 0.406058
G97 -> G15 0.145887 0.845667 0.399012
G98 -> G15 0.151307 0.968324 0.473858
G3 -> G16 0.143956 0.981795 0.457106
G6 -| G16 -0.155884 0.985960 -0.497083
G10 -> G16 0.088963 0.609265 0.175301
G11 -> G16 0.092942 0.737257 0.221616
G12 -> G16 0.102816 0.798358 0.265476
G14 -| G16 -0.083500 0.576742 -0.155753
G15 -| G16 -0.079794 0.647490 -0.167098
G22 -| G16 -0.147329 0.950731 -0.453015
G24 -| G16 -0.167999 0.990102 -0.537966
G34 -| G16 -0.149475 0.992167 -0.479646
G39 -> G16 0.122142 0.893646 0.353020
G44 -> G16 0.203422 0.999972 0.657892
G45 -| G16 -0.092398 0.784616 -0.234470
G48 -> G16 0.074600 0.512200 0.123580
G50 -> G16 0.083148 0.602300 0.161970
G51 -> G16 0.084613 0.531979 0.145579
G52 -| G16 -0.102137 0.845147 -0.279180
G55 -> G16 0.156853 0.991126 0.502795
G57 -> G16 0.089168 0.632633 0.182444
G64 -> G16 0.163392 0.957024 0.505735
G65 -> G16 0.091361 0.587408 0.173568
G66 -> G16 0.104091 0.807588 0.271876
G70 -> G16 0.114286 0.734572 0.271516
G75 -> G16 0.141321 0.932354 0.426144
G77 -| G16 -0.114940 0.760894 -0.282855
G86 -| G16 -0.067803 0.513761 -0.112662
G89 -| G16 -0.085135 0.611911 -0.168487
G90 -> G16 0.148870 0.990349 0.476830
G92 -| G16 -0.072180 0.503433 -0.117524
G97 -> G16 0.159241 0.967531 0.498297
G98 -> G16 0.073534 0.549948 0.130790
G100 -| G16 -0.119818 0.952859 -0.369249
G4 -> G17 0.152654 0.963094 0.475494
G5 -> G17 0.089774 0.512268 0.148736
G6 -| G17 -0.105305 0.730907 -0.248932
G7 -> G17 0.085190 0.562674 0.155029
G8 -> G17 0.214872 0.999280 0.694441
G10 -> G17 0.122483 0.800608 0.317150
G12 -> G17 0.088027 0.600765 0.171036
G17 -> G17 0.101477 0.649017 0.213005
G19 -| G17 -0.212511 0.992088 -0.681866
G20 -> G17 0.109614 0.850259 0.301430
G22 -> G17 0.125597 0.770256 0.312884
G25 -| G17 -0.160551 0.892389 -0.463378
G29 -> G17 0.121112 0.851224 0.333426
G34 -> G17 0.085951 0.632781 0.175903
G40 -| G17 -0.119398 0.732536 -0.282874
G44 -> G17 0.101784 0.778132 0.256155
G45 -> G17 0.081745 0.616331 0.162946
G47 -> G17 0.121823 0.688183 0.271145
G50 -| G17 -0.162712 0.986263 -0.519016
G52 -| G17 -0.097623 0.717549 -0.226554
G56 -| G17 -0.141725 0.845298 -0.387457
G57 -> G17 0.127216 0.844472 0.347452
G60 -> G17 0.103472 0.766048 0.256359
G61 -> G17 0.107418 0.800198 0.278000
G62 -| G17 -0.089713 0.683100 -0.198201
G64 -| G17 -0.135908 0.807030 -0.354734
G74 -> G17 0.093423 0.610738 0.184533
G77 -> G17 0.173951 0.976952 0.549628
G81 -| G17 -0.162433 0.939873 -0.493755
