Parent - Child Weight Probability Score
G71 -| G4 -0.086063 0.939474 -0.240206
G73 -| G4 -0.067891 0.627471 -0.126558
G78 -> G4 0.055580 0.644353 0.106397
G81 -> G4 0.069568 0.767900 0.158707
G82 -> G4 0.077544 0.751582 0.173145
G83 -| G4 -0.048184 0.508242 -0.072754
G88 -| G4 -0.079743 0.906042 -0.214647
G92 -> G4 0.108563 0.995163 0.320967
G94 -| G4 -0.061877 0.714769 -0.131394
G98 -> G4 0.070917 0.842283 0.177457
G100 -> G4 0.048069 0.583863 0.083379
G1 -> G5 0.164209 0.999358 0.487532
G3 -> G5 0.145291 0.999517 0.431433
G4 -> G5 0.126364 0.983574 0.369243
G5 -| G5 -0.133408 0.980425 -0.388579
G8 -> G5 0.094037 0.921948 0.257566
G9 -> G5 0.054015 0.609350 0.097783
G16 -| G5 -0.051456 0.515130 -0.078747
G17 -| G5 -0.066016 0.757424 -0.148550
G18 -| G5 -0.117296 0.950247 -0.331132
G19 -| G5 -0.115818 0.975006 -0.335479
G21 -> G5 0.216557 0.999993 0.643357
G22 -| G5 -0.102622 0.924591 -0.281887
G27 -> G5 0.156391 0.998446 0.463896
G28 -> G5 0.048450 0.575832 0.082884
G31 -> G5 0.215699 1.000000 0.640814
G36 -| G5 -0.054466 0.530314 -0.085811
G37 -> G5 0.090933 0.943510 0.254890
G38 -| G5 -0.109148 0.810675 -0.262873
G41 -| G5 -0.071099 0.820288 -0.173265
G47 -> G5 0.100372 0.897234 0.267549
G60 -| G5 -0.143696 0.999660 -0.426758
G63 -> G5 0.082785 0.783572 0.192716
G65 -> G5 0.117352 0.925277 0.322585
G66 -> G5 0.087744 0.926101 0.241412
G67 -> G5 0.154099 0.986087 0.451439
G69 -> G5 0.077883 0.701382 0.162285
G70 -> G5 0.117177 0.891942 0.310501
G75 -| G5 -0.086222 0.868443 -0.222455
G77 -> G5 0.048584 0.594109 0.085751
G85 -| G5 -0.133421 0.995725 -0.394683
G87 -> G5 0.084969 0.809259 0.204282
G88 -> G5 0.045622 0.557687 0.075586
G90 -| G5 -0.050335 0.537862 -0.080431
G92 -| G5 -0.189227 1.000000 -0.562169
G99 -> G5 0.067605 0.534792 0.107410
G1 -> G6 0.125050 0.968193 0.359692
G2 -| G6 -0.108987 0.872084 -0.282368
G3 -> G6 0.100753 0.964680 0.288753
G4 -> G6 0.105664 0.925754 0.290608
G7 -> G6 0.058297 0.630154 0.109139
G8 -| G6 -0.078811 0.765903 -0.179327
G9 -> G6 0.109925 0.977978 0.319382
G10 -> G6 0.165948 0.990919 0.488532
G15 -> G6 0.091346 0.759640 0.206149
G16 -> G6 0.057633 0.534129 0.091453
G23 -| G6 -0.130284 0.987597 -0.382257
G25 -> G6 0.134588 0.996442 0.398422
G26 -> G6 0.145834 0.998856 0.432759
G27 -> G6 0.096605 0.862241 0.247463
G28 -> G6 0.122881 0.984855 0.359534
G29 -> G6 0.099360 0.790756 0.233420
G30 -> G6 0.065423 0.512218 0.099556
G32 -| G6 -0.082946 0.775011 -0.190980
G35 -| G6 -0.068076 0.587981 -0.118917
G40 -| G6 -0.070521 0.609218 -0.127637
G45 -> G6 0.061067 0.508148 0.092189
G46 -> G6 0.088813 0.926442 0.244444
G49 -| G6 -0.072890 0.742005 -0.160680
G51 -| G6 -0.095648 0.786370 -0.223452
G52 -> G6 0.094419 0.943063 0.264535
G54 -| G6 -0.071172 0.683487 -0.144518
G56 -> G6 0.065331 0.690840 0.134085
G58 -> G6 0.065802 0.516515 0.100973
G60 -> G6 0.064090 0.691924 0.131744
G62 -> G6 0.141304 0.937524 0.393569
G63 -> G6 0.115567 0.942311 0.323527
G64 -| G6 -0.058187 0.610491 -0.105534
G68 -> G6 0.066600 0.508647 0.100641
G71 -> G6 0.079656 0.868089 0.205431
G75 -> G6 0.112996 0.954780 0.320517
G77 -| G6 -0.071267 0.787706 -0.166777
G78 -| G6 -0.099243 0.920578 -0.271423
G80 -| G6 -0.058354 0.543739 -0.094263
G83 -> G6 0.058704 0.586764 0.102333
G84 -> G6 0.073708 0.584013 0.127886
G88 -> G6 0.144883 0.999409 0.430176
G90 -> G6 0.077582 0.833159 0.192032
G91 -| G6 -0.068601 0.750560 -0.152968
G92 -> G6 0.071095 0.785990 0.166012
G94 -> G6 0.065288 0.704191 0.136586
G96 -| G6 -0.076553 0.810427 -0.184315
G97 -> G6 0.067066 0.732108 0.145869
G98 -> G6 0.087100 0.914900 0.236741
G100 -> G6 0.056697 0.632673 0.106568
G6 -> G7 0.084669 0.921462 0.231785
G9 -> G7 0.114078 0.992552 0.336387
G10 -> G7 0.107093 0.866988 0.275841
G15 -> G7 0.115425 0.910092 0.312081
G17 -> G7 0.094823 0.942375 0.265473
G19 -> G7 0.161033 0.999714 0.478270
G26 -> G7 0.100747 0.975973 0.292116
G30 -> G7 0.088682 0.719841 0.189652
G31 -> G7 0.068156 0.651230 0.131863
G37 -| G7 -0.043640 0.506706 -0.065693
G39 -> G7 0.050668 0.551875 0.083073
G41 -| G7 -0.050831 0.541790 -0.081816
G43 -> G7 0.092220 0.923282 0.252954
G48 -> G7 0.057426 0.503214 0.085851
G49 -| G7 -0.058004 0.611815 -0.105430
G52 -> G7 0.071042 0.820714 0.173217
G55 -> G7 0.095039 0.958933 0.270754
G56 -> G7 0.047545 0.505428 0.071391
G59 -| G7 -0.067528 0.532621 -0.106852
G64 -| G7 -0.069081 0.725477 -0.148890
G66 -| G7 -0.099516 0.943787 -0.279029
G67 -> G7 0.077176 0.621182 0.142424
G72 -| G7 -0.069856 0.645876 -0.134040
G75 -> G7 0.146110 0.996279 0.432459
G76 -> G7 0.073492 0.579250 0.126471
G77 -| G7 -0.042413 0.506588 -0.063832
G81 -> G7 0.049486 0.527352 0.077530
G83 -> G7 0.099720 0.973507 0.288407
G84 -> G7 0.111077 0.873219 0.288158
G87 -| G7 -0.069907 0.621624 -0.129103
G89 -> G7 0.121308 0.926791 0.334006
G96 -> G7 0.092712 0.936360 0.257907
G1 -> G8 0.160001 0.995434 0.473171
G2 -| G8 -0.098889 0.794231 -0.233334
G4 -> G8 0.138542 0.983709 0.404884
G5 -> G8 0.083129 0.669314 0.165297
G6 -> G8 0.087486 0.900821 0.234133
G7 -| G8 -0.068671 0.703635 -0.143550
G13 -| G8 -0.105914 0.832666 -0.262003
G14 -| G8 -0.072595 0.664983 -0.143417
G15 -| G8 -0.086319 0.698890 -0.179225
G19 -| G8 -0.110947 0.919844 -0.303188
G24 -| G8 -0.195149 0.999991 -0.579757
G27 -> G8 0.094180 0.819454 0.229281
G29 -> G8 0.083951 0.656266 0.163678
G30 -| G8 -0.128179 0.921059 -0.350742
G33 -> G8 0.060632 0.685512 0.123481
G34 -| G8 -0.096823 0.834108 -0.239930
G36 -| G8 -0.102416 0.858994 -0.261362
G39 -| G8 -0.108258 0.963568 -0.309903
G41 -> G8 0.118650 0.989933 0.348944
G47 -> G8 0.161199 0.994571 0.476300
G50 -> G8 0.052533 0.530246 0.082755
G54 -> G8 0.216197 0.999983 0.642281
G55 -> G8 0.105162 0.961688 0.300454
G56 -> G8 0.127715 0.990209 0.375708
G58 -> G8 0.099896 0.709957 0.210700
G60 -> G8 0.189975 0.999998 0.564390
G62 -> G8 0.097979 0.716255 0.208490
G64 -> G8 0.085256 0.823763 0.208647
G66 -| G8 -0.118514 0.980524 -0.345232
G73 -> G8 0.077726 0.642265 0.148307
G74 -> G8 0.078550 0.558776 0.130397
G77 -| G8 -0.058721 0.646240 -0.112739
G79 -> G8 0.090405 0.737465 0.198071
G81 -> G8 0.056107 0.559906 0.093329
G82 -> G8 0.073923 0.649640 0.142670
G83 -> G8 0.070574 0.696624 0.146059
G87 -| G8 -0.090650 0.776333 -0.209073
G89 -> G8 0.163122 0.990283 0.479904
G92 -> G8 0.066276 0.706400 0.139089
G96 -| G8 -0.062804 0.671955 -0.125374
G98 -> G8 0.174423 0.999991 0.518183
G1 -> G9 0.107635 0.885908 0.283287
G2 -> G9 0.067082 0.540891 0.107795
G5 -> G9 0.122885 0.916212 0.334486
G6 -> G9 0.143687 0.997487 0.425802
G9 -> G9 0.171467 0.999902 0.509356
G12 -| G9 -0.087428 0.668696 -0.173685
G13 -> G9 0.105230 0.813222 0.254232
G17 -> G9 0.115718 0.965875 0.332051
G18 -> G9 0.067002 0.570772 0.113615
G21 -| G9 -0.084906 0.692152 -0.174592
G22 -| G9 -0.063677 0.528365 -0.099954
G24 -| G9 -0.096239 0.864892 -0.247284
G25 -> G9 0.120812 0.980101 0.351775
G27 -| G9 -0.129743 0.955642 -0.368351
G28 -> G9 0.083501 0.818890 0.203143
G29 -| G9 -0.132578 0.912752 -0.359507
G30 -| G9 -0.237862 0.999994 -0.706653
G31 -> G9 0.093836 0.798610 0.222633
G33 -> G9 0.191202 0.999982 0.568025
G36 -> G9 0.092762 0.777891 0.214373
G37 -| G9 -0.063559 0.662921 -0.125176
G40 -> G9 0.104001 0.802827 0.248053
G41 -> G9 0.129344 0.993778 0.381873
G45 -> G9 0.083975 0.616551 0.153816
G49 -| G9 -0.170500 0.999234 -0.506146
G50 -> G9 0.114243 0.954039 0.323801
G51 -> G9 0.109616 0.845149 0.275226
G53 -> G9 0.060207 0.559159 0.100016
G55 -> G9 0.169094 0.999794 0.502252
G57 -| G9 -0.118626 0.896591 -0.315979
G71 -> G9 0.082825 0.846463 0.208284
G74 -> G9 0.089323 0.597587 0.158580
G75 -| G9 -0.140046 0.979981 -0.407731
G76 -| G9 -0.127552 0.863550 -0.327233
G77 -| G9 -0.055270 0.594057 -0.097545
G79 -| G9 -0.078107 0.633497 -0.147000
G81 -> G9 0.089897 0.830442 0.221788
G82 -| G9 -0.151523 0.974889 -0.438850
G85 -> G9 0.122984 0.968623 0.353906
G88 -> G9 0.192271 0.999981 0.571202
G89 -| G9 -0.114897 0.837546 -0.285892
G90 -| G9 -0.122378 0.989041 -0.359585
G91 -> G9 0.083685 0.849297 0.211151
G95 -> G9 0.075268 0.551193 0.123253
G96 -> G9 0.121224 0.976468 0.351666
G98 -> G9 0.096035 0.929858 0.265294
G1 -| G10 -0.086642 0.891498 -0.229472
G6 -| G10 -0.042042 0.581600 -0.072643
G7 -> G10 0.104843 0.985385 0.306922
G10 -> G10 0.103994 0.918716 0.283839
G13 -| G10 -0.061149 0.645007 -0.117175
G15 -> G10 0.156014 0.998622 0.462860
G17 -> G10 0.053399 0.686991 0.108985
G19 -> G10 0.143007 0.999671 0.424716
G20 -> G10 0.094835 0.955796 0.269289
G21 -| G10 -0.097883 0.922421 -0.268238
G25 -> G10 0.133679 0.999635 0.396999
G26 -| G10 -0.046790 0.633085 -0.088004
G30 -> G10 0.073629 0.692885 0.151563
G37 -> G10 0.038337 0.515243 0.058683
G39 -> G10 0.078906 0.942421 0.220922
G44 -| G10 -0.056317 0.525234 -0.087877
G45 -> G10 0.065904 0.622359 0.121853
G46 -| G10 -0.042142 0.540436 -0.067661
G47 -| G10 -0.046857 0.508324 -0.070761
G50 -| G10 -0.082109 0.924333 -0.225477
G52 -> G10 0.082288 0.949445 0.232109
G55 -| G10 -0.088023 0.971654 -0.254091
G57 -> G10 0.054015 0.565462 0.090740
G60 -> G10 0.112765 0.998602 0.334543
G61 -| G10 -0.061923 0.576030 -0.105970
G63 -> G10 0.051141 0.535009 0.081285
G64 -| G10 -0.044487 0.563600 -0.074488
G65 -> G10 0.104604 0.926675 0.287978
G66 -| G10 -0.092410 0.969637 -0.266201
G70 -> G10 0.078819 0.713137 0.166990
G71 -| G10 -0.067618 0.868485 -0.174466
G75 -| G10 -0.095723 0.952132 -0.270768
G76 -> G10 0.098927 0.869429 0.255525
G77 -> G10 0.077879 0.931052 0.215417
G78 -> G10 0.101799 0.980632 0.296573
G79 -> G10 0.072787 0.738468 0.159686
G80 -> G10 0.093014 0.942963 0.260571
G86 -| G10 -0.069752 0.816668 -0.169232
G88 -| G10 -0.046662 0.638066 -0.088454
G91 -> G10 0.051367 0.679778 0.103738
G98 -| G10 -0.046357 0.578950 -0.079733
G99 -> G10 0.087102 0.712862 0.184466
G4 -> G11 0.117990 0.988260 0.346417
G6 -| G11 -0.039503 0.538600 -0.063210
G9 -> G11 0.097312 0.986757 0.285272
G11 -> G11 0.047819 0.555477 0.078913
G16 -> G11 0.059780 0.618022 0.109759
G19 -> G11 0.124021 0.995936 0.366952
G22 -> G11 0.069952 0.746631 0.155164
G23 -| G11 -0.064121 0.716538 -0.136497
G25 -> G11 0.041599 0.543207 0.067132
G26 -> G11 0.053869 0.712758 0.114068
G30 -> G11 0.100762 0.893322 0.267417
G31 -> G11 0.089951 0.920540 0.245999
G32 -| G11 -0.077942 0.831031 -0.192429
G36 -> G11 0.125170 0.995373 0.370144
G37 -| G11 -0.049454 0.637851 -0.093714
G41 -> G11 0.148949 0.999992 0.442504
G43 -> G11 0.072959 0.860651 0.186547
G46 -> G11 0.071355 0.899577 0.190697
G49 -> G11 0.041225 0.500227 0.061264
G51 -| G11 -0.057347 0.551722 -0.093998
G52 -> G11 0.039728 0.522314 0.061647
G53 -| G11 -0.060736 0.686364 -0.123846
G55 -> G11 0.089700 0.966712 0.257617
G60 -> G11 0.055003 0.689862 0.112729
G62 -> G11 0.118501 0.926644 0.326225
G65 -| G11 -0.052389 0.543993 -0.084667
G68 -> G11 0.079825 0.665086 0.157726
G70 -> G11 0.107224 0.891353 0.283940
G71 -| G11 -0.090890 0.975396 -0.263379
G74 -> G11 0.056215 0.513188 0.085706
G75 -| G11 -0.061295 0.720397 -0.131184
G76 -| G11 -0.145209 0.991379 -0.427677
G77 -> G11 0.069892 0.878381 0.182388
G78 -> G11 0.076979 0.882563 0.201836
G81 -| G11 -0.052533 0.620836 -0.096893
G83 -> G11 0.074237 0.889072 0.196083
G85 -> G11 0.070353 0.818802 0.171137
G86 -| G11 -0.056180 0.642538 -0.107242
G91 -| G11 -0.101518 0.987576 -0.297849
G92 -> G11 0.084936 0.965928 0.243736
G96 -> G11 0.063581 0.798726 0.150872
G98 -| G11 -0.093373 0.979290 -0.271655
G1 -> G12 0.067915 0.681907 0.137586
G4 -> G12 0.067135 0.710988 0.141807
G5 -> G12 0.068680 0.611769 0.124824
G9 -| G12 -0.093861 0.966325 -0.269457
G10 -> G12 0.109692 0.897991 0.292638
G14 -> G12 0.086270 0.842151 0.215842
G15 -> G12 0.056669 0.535751 0.090197
G19 -> G12 0.095709 0.921605 0.262049
G20 -> G12 0.091105 0.905879 0.245186
G22 -> G12 0.071709 0.712865 0.151867
G24 -> G12 0.099347 0.957380 0.282566
G25 -> G12 0.090407 0.942262 0.253080
G29 -> G12 0.140242 0.980981 0.408717
G30 -> G12 0.110741 0.900496 0.296260
G31 -> G12 0.110502 0.963400 0.316272
G33 -| G12 -0.047915 0.596664 -0.084935
G35 -> G12 0.159424 0.996102 0.471782
G47 -| G12 -0.051922 0.504953 -0.077891
G51 -| G12 -0.093558 0.820346 -0.228014
G52 -> G12 0.139206 0.999273 0.413263
G54 -| G12 -0.092371 0.891998 -0.244784
G58 -> G12 0.102698 0.797291 0.243256
G59 -| G12 -0.057654 0.502248 -0.086027
G64 -> G12 0.050683 0.579493 0.087255
G66 -| G12 -0.101523 0.970072 -0.292584
G68 -> G12 0.124170 0.881773 0.325279
G69 -> G12 0.083676 0.756506 0.188060
G73 -> G12 0.110821 0.940632 0.309690
G76 -> G12 0.063633 0.528885 0.099984
G77 -> G12 0.067981 0.808841 0.163355
G78 -| G12 -0.087519 0.903849 -0.235008
G82 -| G12 -0.101298 0.889621 -0.267725
G83 -> G12 0.065048 0.750657 0.145064
G84 -> G12 0.092689 0.777580 0.214120
G88 -| G12 -0.071497 0.848740 -0.180279
G92 -> G12 0.045051 0.518522 0.069399
G95 -| G12 -0.075848 0.603892 -0.136078
G98 -| G12 -0.093235 0.962379 -0.266570
G99 -> G12 0.097088 0.716069 0.206540
G100 -| G12 -0.086516 0.926399 -0.238112
G5 -| G13 -0.082736 0.763203 -0.187594
G8 -| G13 -0.058529 0.642037 -0.111639
G10 -> G13 0.087255 0.784019 0.203236
G12 -> G13 0.114822 0.926590 0.316079
G14 -| G13 -0.057590 0.605909 -0.103667
G17 -| G13 -0.131697 0.997042 -0.390099
G21 -> G13 0.122486 0.972226 0.353784
G22 -> G13 0.116580 0.976182 0.338093
G23 -| G13 -0.058122 0.611972 -0.105672
G24 -> G13 0.148856 0.999810 0.442149
G25 -| G13 -0.046300 0.564283 -0.077618
G26 -> G13 0.063570 0.780487 0.147401
G28 -> G13 0.098609 0.960859 0.281488
G29 -> G13 0.076649 0.679861 0.154814
G34 -> G13 0.102868 0.928636 0.283799
G35 -> G13 0.114979 0.937428 0.320215
G36 -> G13 0.058366 0.579538 0.100490
G37 -| G13 -0.053029 0.649677 -0.102352
G38 -> G13 0.105332 0.807461 0.252677
G39 -| G13 -0.083153 0.925654 -0.228671
G40 -| G13 -0.109451 0.912011 -0.296553
G41 -| G13 -0.048525 0.556519 -0.080229
G42 -| G13 -0.072520 0.633850 -0.136561
G43 -| G13 -0.064168 0.732239 -0.139590
G49 -| G13 -0.075444 0.839927 -0.188257
G52 -> G13 0.133481 0.998956 0.396141
G53 -> G13 0.076637 0.805227 0.183332
G54 -> G13 0.060545 0.645962 0.116189
G61 -> G13 0.060154 0.533300 0.095305
G64 -> G13 0.053492 0.619571 0.098460
G68 -> G13 0.149101 0.966668 0.428195
G70 -> G13 0.114394 0.897761 0.305104
G72 -| G13 -0.096726 0.903455 -0.259618
G77 -> G13 0.050073 0.627785 0.093389
G78 -> G13 0.053640 0.625804 0.099727
G81 -| G13 -0.069344 0.760560 -0.156684
G84 -| G13 -0.066033 0.570451 -0.111909
G85 -| G13 -0.055532 0.605534 -0.099900
G87 -> G13 0.156437 0.999959 0.464735
G92 -| G13 -0.075011 0.875267 -0.195050
G94 -> G13 0.086485 0.919725 0.236311
G97 -> G13 0.110453 0.982049 0.322251
G98 -> G13 0.100943 0.986709 0.295904
G1 -> G14 0.141614 0.996434 0.419215
G2 -| G14 -0.094089 0.847206 -0.236817
G4 -| G14 -0.051909 0.571532 -0.088140
G7 -> G14 0.042763 0.524781 0.066670
G10 -> G14 0.052205 0.515133 0.079894
G16 -> G14 0.111311 0.927958 0.306867
G18 -> G14 0.089134 0.835000 0.221113
G20 -| G14 -0.088153 0.898525 -0.235315
G21 -> G14 0.089838 0.838158 0.223702
G22 -| G14 -0.052743 0.517679 -0.081116
G23 -> G14 0.049330 0.516844 0.075745
G26 -> G14 0.117117 0.994774 0.346121
G28 -> G14 0.072250 0.831352 0.178445
G32 -| G14 -0.048182 0.539896 -0.077282
G33 -> G14 0.080084 0.925740 0.220250
G35 -> G14 0.111186 0.926161 0.305929
G37 -| G14 -0.076547 0.881429 -0.200447
G38 -> G14 0.121062 0.895459 0.322060
G39 -> G14 0.087304 0.933691 0.242169
G41 -| G14 -0.084057 0.934983 -0.233486
G43 -| G14 -0.100321 0.962919 -0.286990
G45 -> G14 0.054076 0.503945 0.080960
G46 -| G14 -0.062941 0.765861 -0.143208
G47 -| G14 -0.095803 0.888075 -0.252762
G49 -| G14 -0.121463 0.992449 -0.358127
G51 -| G14 -0.128830 0.981101 -0.375504
G52 -> G14 0.085734 0.943037 0.240195
G53 -> G14 0.128222 0.994044 0.378662
G55 -> G14 0.055057 0.653188 0.106840
G61 -> G14 0.072477 0.611715 0.131715
G66 -> G14 0.049957 0.576899 0.085620
G71 -> G14 0.099778 0.982467 0.291231
G74 -| G14 -0.090034 0.676630 -0.180985
G75 -| G14 -0.052720 0.606675 -0.095021
G76 -> G14 0.103173 0.844401 0.258821
G78 -| G14 -0.090226 0.924387 -0.247780
G81 -> G14 0.110252 0.979025 0.320674
G83 -| G14 -0.067661 0.766763 -0.154129
G84 -> G14 0.090406 0.785968 0.211098
G85 -| G14 -0.108272 0.975098 -0.313651
G87 -> G14 0.112194 0.984814 0.328251
G88 -> G14 0.112577 0.994547 0.332629
G89 -| G14 -0.061952 0.528062 -0.097190
G91 -> G14 0.146973 0.999821 0.436558
G92 -| G14 -0.082559 0.932983 -0.228834
G94 -> G14 0.110948 0.986568 0.325185
G97 -> G14 0.077625 0.875160 0.201824
G100 -> G14 0.143881 0.999568 0.427267
G1 -> G15 0.063808 0.639338 0.121196
G2 -| G15 -0.134424 0.976111 -0.389817
G10 -| G15 -0.106786 0.869703 -0.275912
G11 -| G15 -0.063746 0.644053 -0.121972
G15 -> G15 0.124784 0.950501 0.352368
G16 -| G15 -0.066032 0.615949 -0.120832
G19 -| G15 -0.096484 0.914412 -0.262107
G24 -| G15 -0.069819 0.734298 -0.152310
